id,date,I,name,seq,LAT,LON,Pressure,WND,OWD,replaceName
199400,1994-01-01 00:00:00,0,First,0,0,0,0,0,,False
199401,1994-03-31 12:00:00,1,Owen,1,10.8,134.8,1004,12,,False
199401,1994-04-01 06:00:00,2,Owen,2,11.4,132.1,996,20,,False
199401,1994-04-03 00:00:00,3,Owen,3,11.0,128.2,990,25,,False
199401,1994-04-05 18:00:00,2,Owen,4,11.7,118.7,996,20,,False
199401,1994-04-06 12:00:00,3,Owen,5,12.5,116.4,990,25,,False
199401,1994-04-07 06:00:00,2,Owen,6,14.3,116.0,995,20,,False
199401,1994-04-08 18:00:00,1,Owen,7,17.5,117.5,1000,15,,False
199402,1994-05-11 18:00:00,1,Page,1,11.7,140.5,1002,15,,False
199402,1994-05-13 06:00:00,2,Page,2,14.3,135.6,995,20,,False
199402,1994-05-14 00:00:00,3,Page,3,16.3,135.2,985,25,,False
199402,1994-05-15 00:00:00,4,Page,4,19.4,137.1,975,35,,False
199402,1994-05-17 00:00:00,3,Page,5,27.3,145.6,980,30,,False
199402,1994-05-17 12:00:00,2,Page,6,30.5,147.7,992,20,,False
199402,1994-05-18 00:00:00,9,Page,7,34.3,153.5,998,15,,False
199403,1994-06-03 06:00:00,1,Russ,1,20.3,114.1,998,15,,False
199403,1994-06-03 12:00:00,2,Russ,2,20.2,114.6,998,20,,False
199403,1994-06-04 06:00:00,3,Russ,3,19.8,116.3,990,25,,False
199403,1994-06-08 12:00:00,2,Russ,4,21.7,110.1,990,20,,False
199403,1994-06-09 00:00:00,1,Russ,5,23.2,109.5,995,15,,False
199403,1994-06-09 18:00:00,9,Russ(-)1,1,27.0,114.0,1002,10,,False
199404,1994-06-22 06:00:00,1,Sharon,1,13.5,126.0,1004,12,,False
199404,1994-06-23 12:00:00,2,Sharon,2,16.3,118.4,995,20,,False
199404,1994-06-25 06:00:00,0,Sharon,3,23.5,111.6,998,10,,False
199405,1994-07-02 12:00:00,1,(nameless),1,18.5,118.7,1003,12,,False
199405,1994-07-03 00:00:00,2,(nameless),2,18.8,115.3,995,20,,False
199405,1994-07-04 18:00:00,1,(nameless),3,22.5,111.2,994,15,,False
199405,1994-07-05 00:00:00,0,(nameless),4,23.2,110.4,996,10,,False
199406,1994-07-07 00:00:00,1,Tim,1,12.8,131.6,1000,15,,False
199406,1994-07-08 00:00:00,2,Tim,2,15.7,129.7,996,20,,False
199406,1994-07-08 06:00:00,3,Tim,3,16.2,129.2,990,25,,False
199406,1994-07-09 00:00:00,4,Tim,4,18.0,126.9,970,35,,False
199406,1994-07-09 12:00:00,5,Tim,5,19.1,125.4,945,50,,False
199406,1994-07-10 00:00:00,6,Tim,6,20.9,123.5,935,55,,False
199406,1994-07-10 12:00:00,5,Tim,7,23.4,121.3,950,45,,False
199406,1994-07-10 18:00:00,4,Tim,8,24.5,119.5,970,35,,False
199406,1994-07-11 00:00:00,3,Tim,9,25.2,118.2,980,25,,False
199406,1994-07-11 06:00:00,2,Tim,10,26.1,116.1,985,20,,False
199406,1994-07-11 12:00:00,1,Tim,11,26.8,115.4,990,15,,False
199406,1994-07-12 18:00:00,0,Tim,12,36.6,117.0,992,10,15,False
199406,1994-07-13 12:00:00,9,Tim,13,41.9,123.0,994,10,15,False
199407,1994-07-09 00:00:00,1,Vanessa,1,16.0,115.6,1000,15,,False
199407,1994-07-09 06:00:00,2,Vanessa,2,15.9,115.2,996,20,,False
199407,1994-07-11 12:00:00,1,Vanessa,3,23.0,119.0,998,15,,False
199408,1994-07-14 00:00:00,1,Walt,1,11.0,129.0,1004,15,,False
199408,1994-07-16 12:00:00,2,Walt,2,15.3,125.2,998,20,,False
199408,1994-07-17 00:00:00,3,Walt,3,15.5,126.9,990,25,,False
199408,1994-07-18 06:00:00,4,Walt,4,18.7,131.1,970,35,,False
199408,1994-07-19 06:00:00,5,Walt,5,21.7,133.1,940,50,,False
199408,1994-07-19 12:00:00,6,Walt,6,22.4,133.8,930,55,,False
199408,1994-07-20 18:00:00,5,Walt,7,26.3,138.0,935,50,,False
199408,1994-07-21 00:00:00,4,Walt,8,27.1,138.1,955,40,,False
199408,1994-07-22 00:00:00,3,Walt,9,29.4,136.5,975,30,,False
199408,1994-07-25 06:00:00,2,Walt,10,33.0,132.7,990,20,,False
199408,1994-07-26 00:00:00,1,Walt,11,34.0,130.0,997,15,,False
199408,1994-07-27 12:00:00,0,Walt,12,33.7,127.5,1000,9,,False
199409,1994-07-17 06:00:00,1,Yunya,1,16.0,116.0,1002,12,,False
199409,1994-07-18 18:00:00,2,Yunya,2,17.1,119.5,995,20,,False
199409,1994-07-19 12:00:00,1,Yunya,3,19.6,121.5,998,15,,False
199410,1994-07-17 06:00:00,1,Zeke,1,21.0,136.0,1002,12,,False
199410,1994-07-20 00:00:00,2,Zeke,2,27.5,148.6,995,20,,False
199410,1994-07-22 06:00:00,3,Zeke,3,28.8,154.8,985,25,,False
199410,1994-07-24 06:00:00,2,Zeke,4,37.9,154.5,992,20,,False
199410,1994-07-25 00:00:00,9,Zeke,5,43.0,161.0,998,15,,False
199411,1994-07-19 00:00:00,1,(nameless),1,20.6,107.8,1000,12,,False
199411,1994-07-21 12:00:00,0,(nameless),2,23.3,109.8,998,9,,False
199412,1994-07-25 06:00:00,1,(nameless),1,16.3,145.8,1000,15,,False
199413,1994-07-28 06:00:00,1,Amy,1,20.6,109.2,995,12,,False
199413,1994-07-29 00:00:00,2,Amy,2,20.0,108.6,990,20,,False
199413,1994-07-30 18:00:00,1,Amy,3,19.5,105.4,992,15,,False
199414,1994-07-26 06:00:00,1,Brendan,1,15.1,129.5,998,15,,False
199414,1994-07-29 00:00:00,2,Brendan,2,18.7,127.6,994,20,,False
199414,1994-08-02 18:00:00,1,Brendan,3,41.3,142.5,998,15,,False
199415,1994-08-01 00:00:00,1,Caitlin,1,18.9,129.5,1003,12,,False
199415,1994-08-03 00:00:00,2,Caitlin,2,21.3,123.2,995,20,,False
199415,1994-08-03 06:00:00,3,Caitlin,3,22.6,121.9,985,25,,False
199415,1994-08-04 00:00:00,2,Caitlin,4,24.3,117.8,992,20,,False
199415,1994-08-04 12:00:00,1,Caitlin,5,25.5,116.0,994,15,,False
199415,1994-08-05 12:00:00,0,Caitlin,6,27.3,112.5,996,10,,False
199416,1994-08-01 06:00:00,1,Dous,1,15.0,144.0,1006,12,,False
199416,1994-08-03 00:00:00,2,Dous,2,15.4,139.6,996,20,,False
199416,1994-08-03 12:00:00,3,Dous,3,15.4,138.2,985,25,,False
199416,1994-08-04 06:00:00,4,Dous,4,15.1,135.1,970,35,,False
199416,1994-08-05 00:00:00,5,Dous,5,15.3,132.1,955,45,,False
199416,1994-08-08 00:00:00,4,Dous,6,25.6,121.6,960,40,,False
199416,1994-08-09 00:00:00,3,Dous,7,29.0,122.6,975,30,,False
199416,1994-08-10 18:00:00,2,Dous,8,33.9,125.0,990,20,,False
