id,date,I,name,seq,LAT,LON,Pressure,WND,OWD,replaceName
198100,1981-01-01 00:00:00,0,First,0,0,0,0,0,,False
198101,1981-03-12 00:00:00,1,Freda,1,6.0,168.0,1004,12,,False
198101,1981-03-12 18:00:00,2,Freda,4,7.5,166.0,994,20,,False
198101,1981-03-13 18:00:00,3,Freda,8,10.6,162.6,987,25,,False
198101,1981-03-14 18:00:00,4,Freda,12,14.6,161.6,970,35,,False
198101,1981-03-15 06:00:00,5,Freda,14,16.9,162.9,947,50,,False
198101,1981-03-16 18:00:00,4,Freda,20,23.0,169.4,960,40,,False
198101,1981-03-17 06:00:00,3,Freda,22,25.2,171.7,975,30,,False
198101,1981-03-18 06:00:00,0,Freda,26,31.6,181.0,990,20,,False
198102,1981-04-14 06:00:00,0,Gerald,1,4.3,157.5,1005,10,,False
198102,1981-04-15 12:00:00,1,Gerald,6,5.7,153.0,1000,12,,False
198102,1981-04-16 00:00:00,2,Gerald,8,6.3,151.3,996,20,,False
198102,1981-04-16 06:00:00,3,Gerald,9,7.0,149.7,990,25,,False
198102,1981-04-18 00:00:00,2,Gerald,16,12.2,145.7,990,20,,False
198102,1981-04-19 12:00:00,1,Gerald,22,16.2,148.1,995,15,,False
198102,1981-04-20 06:00:00,0,Gerald,25,17.9,152.1,1002,12,,False
198102,1981-04-20 00:00:00,2,Gerald(-)1,1,15.4,145.9,992,20,,False
198102,1981-04-20 12:00:00,1,Gerald(-)1,3,16.2,145.2,998,15,,False
198102,1981-04-21 18:00:00,0,Gerald(-)1,8,19.6,145.7,1006,10,,False
198102,1981-04-22 06:00:00,0,Gerald(-)1,10,21.0,146.5,1008,9,,False
198103,1981-04-29 00:00:00,0,Holly,1,5.5,162.8,1003,10,,False
198103,1981-04-29 06:00:00,1,Holly,2,5.8,162.5,1003,12,,False
198103,1981-05-01 00:00:00,2,Holly,9,9.1,157.4,1001,20,,False
198103,1981-05-06 00:00:00,1,Holly,29,11.7,148.6,1000,15,,False
198103,1981-05-07 00:00:00,0,Holly,33,12.0,146.4,1004,10,,False
198103,1981-05-08 06:00:00,0,Holly,38,12.0,142.0,1007,10,,False
198104,1981-06-07 12:00:00,0,Ike,1,17.3,118.3,1003,10,,False
198104,1981-06-08 00:00:00,1,Ike,3,17.8,116.5,1002,12,,False
198104,1981-06-09 06:00:00,2,Ike,8,17.2,111.8,996,20,,False
198104,1981-06-09 18:00:00,3,Ike,10,17.1,111.2,993,25,,False
198104,1981-06-14 12:00:00,2,Ike,29,28.0,124.5,992,20,,False
198104,1981-06-14 18:00:00,1,Ike,30,27.9,125.6,998,15,,False
198104,1981-06-15 00:00:00,1,Ike,31,28.5,126.5,1000,15,,False
198104,1981-06-17 12:00:00,0,Ike,41,34.1,127.9,1007,9,,False
198105,1981-06-15 18:00:00,0,June,1,12.0,132.0,1004,10,,False
198105,1981-06-17 00:00:00,1,June,6,13.0,130.2,1000,15,,False
198105,1981-06-17 12:00:00,2,June,8,15.4,130.3,995,20,,False
198105,1981-06-18 00:00:00,3,June,10,17.5,128.3,993,25,,False
198105,1981-06-18 18:00:00,4,June,13,19.9,125.0,970,35,,False
198105,1981-06-20 12:00:00,3,June,20,24.7,121.5,980,30,,False
198105,1981-06-21 12:00:00,2,June,24,28.6,123.4,990,20,,False
198105,1981-06-22 06:00:00,0,June,27,32.3,127.1,994,20,,False
198106,1981-06-27 00:00:00,0,Kelly,1,12.5,141.5,1010,0,,False
198106,1981-06-28 06:00:00,1,Kelly,6,13.5,135.0,1005,12,,False
198106,1981-06-30 06:00:00,2,Kelly,14,13.9,125.7,998,20,,False
198106,1981-06-30 12:00:00,3,Kelly,15,14.0,123.7,996,25,,False
198106,1981-06-30 18:00:00,2,Kelly,16,13.7,122.4,996,20,,False
198106,1981-07-02 00:00:00,3,Kelly,21,14.1,116.4,985,25,,False
198106,1981-07-02 18:00:00,4,Kelly,24,15.7,113.9,975,35,,False
198106,1981-07-03 00:00:00,5,Kelly,25,16.8,112.8,964,45,,False
198106,1981-07-04 00:00:00,4,Kelly,29,18.7,108.5,980,35,,False
198106,1981-07-04 06:00:00,3,Kelly,30,19.0,107.6,985,30,,False
198106,1981-07-05 00:00:00,2,Kelly,33,19.3,105.0,994,20,,False
198106,1981-07-05 06:00:00,1,Kelly,34,19.3,103.5,995,15,,False
198106,1981-07-05 12:00:00,0,Kelly,35,19.7,102.4,995,12,,False
198107,1981-07-01 00:00:00,0,Lynn,1,8.5,139.5,1007,0,,False
198107,1981-07-02 06:00:00,1,Lynn,6,9.7,130.5,1005,12,,False
198107,1981-07-03 00:00:00,2,Lynn,9,12.3,127.2,998,20,,False
198107,1981-07-03 18:00:00,3,Lynn,12,14.5,123.0,990,25,,False
198107,1981-07-07 06:00:00,2,Lynn,26,22.5,111.6,990,20,,False
198107,1981-07-07 18:00:00,1,Lynn,28,23.5,108.5,998,12,,False
198107,1981-07-08 00:00:00,0,Lynn,29,23.6,106.5,1000,10,,False
