id,date,I,name,seq,LAT,LON,Pressure,WND,OWD,replaceName
198400,1984-01-01 00:00:00,0,First,0,0,0,0,0,,False
198401,1984-06-08 00:00:00,1,Vernon,1,12.0,113.5,1003,12,,False
198401,1984-06-09 06:00:00,2,Vernon,6,14.3,112.1,998,20,,False
198401,1984-06-10 18:00:00,1,Vernon,12,16.7,106.5,1000,15,,False
198401,1984-06-11 00:00:00,0,Vernon,13,16.3,104.5,1000,12,,False
198402,1984-06-18 06:00:00,0,Wynne,1,20.2,136.0,1005,10,,False
198402,1984-06-18 18:00:00,1,Wynne,3,20.3,134.0,1002,15,,False
198402,1984-06-19 18:00:00,2,Wynne,7,21.3,130.5,996,20,,False
198402,1984-06-20 12:00:00,3,Wynne,10,22.2,129.0,992,25,,False
198402,1984-06-26 00:00:00,2,Wynne,32,21.8,107.3,985,20,,False
198402,1984-06-26 06:00:00,1,Wynne,33,21.5,106.3,990,15,,False
198402,1984-06-26 12:00:00,0,Wynne,34,21.0,104.5,994,12,,False
198403,1984-06-30 00:00:00,0,Alex,1,16.0,126.0,1007,9,,False
198403,1984-07-01 00:00:00,1,Alex,5,16.2,124.8,1006,12,,False
198403,1984-07-01 18:00:00,2,Alex,8,17.3,124.3,995,20,,False
198403,1984-07-02 00:00:00,3,Alex,9,17.5,124.0,985,25,,False
198403,1984-07-02 18:00:00,4,Alex,12,20.7,121.8,968,35,,False
198403,1984-07-03 06:00:00,0,Alex,14,23.3,121.4,985,30,,False
198403,1984-07-03 06:00:00,2,Alex(-)1,1,24.3,120.3,995,20,,False
198403,1984-07-03 18:00:00,3,Alex(-)1,3,26.3,121.0,985,25,,False
198403,1984-07-04 06:00:00,2,Alex(-)1,5,29.4,121.6,1000,20,,False
198403,1984-07-04 12:00:00,1,Alex(-)1,6,31.2,122.8,1003,15,,False
198403,1984-07-04 18:00:00,1,Alex(-)1,7,32.5,123.9,1002,10,,False
198403,1984-07-05 18:00:00,0,Alex(-)1,11,35.3,130.0,1010,9,,False
198404,1984-07-05 06:00:00,0,Betty,1,14.8,125.2,1004,10,,False
198404,1984-07-06 00:00:00,1,Betty,4,16.2,122.2,1002,12,,False
198404,1984-07-07 06:00:00,2,Betty,9,17.4,117.0,998,20,,False
198404,1984-07-08 00:00:00,3,Betty,12,19.0,115.5,995,25,,False
198404,1984-07-09 12:00:00,0,Betty,18,22.3,110.5,995,15,,False
198405,1984-07-06 00:00:00,0,Cary,1,17.0,150.0,1010,9,,False
198405,1984-07-07 00:00:00,1,Cary,5,18.0,146.8,1004,12,,False
198405,1984-07-08 00:00:00,2,Cary,9,20.0,146.0,991,20,,False
198405,1984-07-08 06:00:00,3,Cary,10,20.4,145.9,988,25,,False
198405,1984-07-09 12:00:00,4,Cary,15,21.8,144.6,970,35,,False
198405,1984-07-10 00:00:00,5,Cary,17,21.9,144.5,955,45,,False
198405,1984-07-10 12:00:00,4,Cary,19,22.0,144.7,971,40,,False
198405,1984-07-13 12:00:00,3,Cary,31,29.7,152.3,970,30,,False
198405,1984-07-14 06:00:00,2,Cary,34,30.5,152.9,985,20,,False
198405,1984-07-15 06:00:00,1,Cary,38,31.8,152.8,990,15,,False
198405,1984-07-17 18:00:00,0,Cary,48,30.2,147.6,1000,12,,False
198406,1984-07-24 00:00:00,1,Dinah,1,21.3,157.5,1002,15,,False
198406,1984-07-24 12:00:00,2,Dinah,3,21.4,155.8,995,20,,False
198406,1984-07-25 00:00:00,3,Dinah,5,20.8,153.9,992,25,,False
198406,1984-07-26 00:00:00,4,Dinah,9,19.5,151.5,974,35,,False
198406,1984-07-26 12:00:00,5,Dinah,11,19.9,150.5,958,45,,False
198406,1984-07-27 12:00:00,4,Dinah,15,20.7,150.7,966,40,,False
198406,1984-07-28 06:00:00,5,Dinah,18,21.1,151.8,960,45,,False
198406,1984-07-28 12:00:00,6,Dinah,19,21.0,152.7,917,60,,False
198406,1984-07-30 00:00:00,5,Dinah,25,28.2,155.0,943,50,,False
198406,1984-07-30 12:00:00,4,Dinah,27,31.4,156.1,959,40,,False
198406,1984-07-31 06:00:00,3,Dinah,30,35.6,160.0,975,30,,False
198406,1984-08-01 12:00:00,0,Dinah,35,41.0,175.0,980,25,,False
198407,1984-07-25 00:00:00,1,Ed,1,28.7,135.0,997,15,,False
198407,1984-07-25 18:00:00,2,Ed,4,26.5,136.5,990,20,,False
198407,1984-07-26 06:00:00,3,Ed,6,25.7,139.0,985,25,,False
198407,1984-07-28 06:00:00,4,Ed,14,29.1,136.7,970,35,,False
198407,1984-07-29 00:00:00,5,Ed,17,29.8,132.8,962,45,,False
198407,1984-07-29 12:00:00,6,Ed,19,29.8,130.8,953,55,,False
198407,1984-07-30 00:00:00,5,Ed,21,30.6,128.2,954,50,,False
198407,1984-07-30 12:00:00,4,Ed,23,31.3,125.1,965,40,,False
198407,1984-07-31 06:00:00,3,Ed,26,32.2,122.1,980,30,,False
198407,1984-08-01 00:00:00,2,Ed,29,33.3,120.5,989,20,,False
198407,1984-08-01 18:00:00,1,Ed,32,34.1,119.9,993,15,20,False
198407,1984-08-02 06:00:00,0,Ed,34,35.1,119.6,997,10,20,False
198407,1984-08-03 00:00:00,0,Ed,37,38.5,119.5,1000,12,20,False
198408,1984-08-02 00:00:00,0,Freda,1,16.0,137.0,1006,10,,False
198408,1984-08-04 00:00:00,1,Freda,9,11.2,132.4,1004,12,,False
198408,1984-08-05 18:00:00,2,Freda,16,17.3,126.9,993,20,,False
198408,1984-08-06 12:00:00,3,Freda,19,20.9,125.2,985,25,,False
198408,1984-08-08 00:00:00,0,Freda,25,27.8,118.8,995,9,25,False
198408,1984-08-10 00:00:00,1,Freda,33,39.3,116.9,993,15,20,False
198408,1984-08-10 06:00:00,1,Freda,34,41.3,120.0,995,15,20,False
198408,1984-08-12 18:00:00,0,Freda,44,47.0,156.2,986,0,,False
198409,1984-08-09 06:00:00,0,(nameless),1,19.5,115.0,1001,10,,False
198409,1984-08-09 18:00:00,1,(nameless),3,18.1,113.0,1001,12,,False
198409,1984-08-11 06:00:00,0,(nameless),9,21.4,112.0,1001,10,,False
198410,1984-08-10 12:00:00,0,(nameless),1,15.0,133.0,1004,10,,False
198410,1984-08-11 06:00:00,1,(nameless),4,17.0,130.0,1003,12,,False
198410,1984-08-14 00:00:00,0,(nameless),15,21.7,120.3,996,10,,False
198410,1984-08-14 12:00:00,0,(nameless),17,22.9,119.5,997,9,,False
198411,1984-08-14 00:00:00,0,(nameless),1,20.5,135.0,1001,10,,False
198411,1984-08-14 12:00:00,1,(nameless),3,22.3,135.0,1000,12,,False
198411,1984-08-17 00:00:00,0,(nameless),13,21.0,130.5,990,15,,False
198412,1984-08-15 00:00:00,1,Gerald,1,19.5,118.0,996,12,,False
198412,1984-08-16 06:00:00,2,Gerald,6,20.2,118.0,988,20,,False
198412,1984-08-17 00:00:00,3,Gerald,9,19.0,116.3,980,25,,False
198412,1984-08-21 00:00:00,2,Gerald,25,21.9,114.2,988,20,,False
198412,1984-08-21 06:00:00,1,Gerald,26,22.9,114.8,990,15,,False
198412,1984-08-21 18:00:00,0,Gerald,28,25.5,115.5,999,10,,False
198413,1984-08-15 12:00:00,1,Holly,1,21.5,133.0,996,15,,False
198413,1984-08-15 18:00:00,2,Holly,2,22.5,133.3,993,20,,False
198413,1984-08-16 00:00:00,3,Holly,3,23.0,132.5,990,25,,False
198413,1984-08-17 12:00:00,4,Holly,9,23.1,128.9,975,35,,False
198413,1984-08-21 12:00:00,3,Holly,25,35.2,130.8,976,30,,False
198413,1984-08-22 12:00:00,3,Holly,29,41.3,138.1,987,25,,False
198413,1984-08-23 00:00:00,0,Holly,31,41.5,140.2,990,20,,False
198413,1984-08-23 00:00:00,2,Holly(-)1,1,41.5,146.0,990,20,,False
198413,1984-08-24 00:00:00,1,Holly(-)1,5,38.0,154.0,1002,15,,False
