id,date,I,name,seq,LAT,LON,Pressure,WND,OWD,replaceName,IsChange
195800,1958-01-01 00:00:00,0,First,0,0,0,0,0,,False,False
195801,1958-01-07 00:00:00,1,Ophelia,1,4.2,170.9,1000,15,0,False,False
195801,1958-01-07 06:00:00,2,Ophelia,2,4.8,170.2,995,20,0,False,False
195801,1958-01-07 12:00:00,3,Ophelia,3,5.3,169.3,990,25,0,False,False
195801,1958-01-07 18:00:00,4,Ophelia,4,5.7,168.3,980,35,0,False,False
195801,1958-01-08 00:00:00,6,Ophelia,5,6.2,167.1,960,55,0,False,False
195801,1958-01-08 06:00:00,6,Ophelia,6,6.6,165.9,940,75,0,False,False
195801,1958-01-08 12:00:00,6,Ophelia,7,7.0,164.8,944,75,0,False,False
195801,1958-01-08 18:00:00,6,Ophelia,8,7.3,163.7,950,70,0,False,False
195801,1958-01-09 00:00:00,6,Ophelia,9,7.4,162.6,955,65,0,False,False
195801,1958-01-09 06:00:00,6,Ophelia,10,7.6,161.5,960,60,0,False,False
195801,1958-01-09 12:00:00,6,Ophelia,11,7.4,160.1,962,60,0,False,False
195801,1958-01-09 18:00:00,6,Ophelia,12,7.4,158.7,962,60,0,False,False
195801,1958-01-10 00:00:00,6,Ophelia,13,7.3,157.4,963,60,0,False,False
195801,1958-01-10 06:00:00,6,Ophelia,14,7.6,156.2,969,55,0,False,False
195801,1958-01-10 12:00:00,6,Ophelia,15,7.8,154.7,972,55,0,False,False
195801,1958-01-10 18:00:00,5,Ophelia,16,7.9,153.3,975,50,0,False,False
195801,1958-01-11 00:00:00,5,Ophelia,17,7.9,152.0,982,45,0,False,False
195801,1958-01-11 06:00:00,5,Ophelia,18,7.9,151.0,982,45,0,False,False
195801,1958-01-11 12:00:00,5,Ophelia,19,7.9,149.8,982,45,0,False,False
195801,1958-01-11 18:00:00,4,Ophelia,20,8.0,148.3,984,40,0,False,False
195801,1958-01-12 00:00:00,5,Ophelia,21,8.1,146.9,980,45,0,False,False
195801,1958-01-12 06:00:00,5,Ophelia,22,8.2,145.6,973,50,0,False,False
195801,1958-01-12 12:00:00,5,Ophelia,23,8.3,144.2,967,50,0,False,False
195801,1958-01-12 18:00:00,6,Ophelia,24,8.6,142.8,960,55,0,False,False
195801,1958-01-13 00:00:00,6,Ophelia,25,9.0,141.7,955,60,0,False,False
195801,1958-01-13 06:00:00,6,Ophelia,26,9.3,140.4,953,60,0,False,False
195801,1958-01-13 12:00:00,6,Ophelia,27,9.6,139.2,948,65,0,False,False
195801,1958-01-13 18:00:00,6,Ophelia,28,10.0,138.0,941,75,0,False,False
