id,date,I,name,seq,LAT,LON,Pressure,WND,OWD,replaceName,IsChange
196500,1965-01-01 00:00:00,0,First,0,0,0,0,0,,False,False
196501,1965-01-15 00:00:00,0,(Nameless),1,10.0,130.5,1008,0,0,False,False
196501,1965-01-15 06:00:00,0,(Nameless),2,9.5,129.9,1008,0,0,False,False
196501,1965-01-15 12:00:00,0,(Nameless),3,9.0,129.0,1006,0,0,False,False
196501,1965-01-15 18:00:00,0,(Nameless),4,9.0,128.0,1006,0,0,False,False
196501,1965-01-16 00:00:00,1,(Nameless),5,9.0,127.0,1006,12,0,False,False
196501,1965-01-16 06:00:00,1,(Nameless),6,9.1,126.0,1003,15,0,False,False
196501,1965-01-16 12:00:00,0,(Nameless),7,9.5,124.8,1006,0,0,False,False
196501,1965-01-16 18:00:00,0,(Nameless),8,9.5,124.0,1006,0,0,False,False
196501,1965-01-17 00:00:00,0,(Nameless),9,9.3,123.0,1006,0,0,False,False
196502,1965-01-17 00:00:00,0,Patsy,1,12.0,126.0,1007,0,0,False,False
196502,1965-01-17 06:00:00,0,Patsy,2,11.5,126.5,1005,0,0,False,False
196502,1965-01-17 12:00:00,0,Patsy,3,11.0,127.0,1005,0,0,False,False
196502,1965-01-17 18:00:00,0,Patsy,4,11.6,127.5,1005,0,0,False,False
196502,1965-01-18 00:00:00,0,Patsy,5,12.0,126.5,1005,0,0,False,False
196502,1965-01-18 06:00:00,0,Patsy,6,11.0,126.0,1005,0,0,False,False
196502,1965-01-18 12:00:00,0,Patsy,7,10.2,126.5,1004,0,0,False,False
196502,1965-01-18 18:00:00,0,Patsy,8,10.3,127.5,1004,0,0,False,False
196502,1965-01-19 00:00:00,0,Patsy,9,11.5,127.8,1004,0,0,False,False
196502,1965-01-19 06:00:00,1,Patsy,10,12.7,127.7,1002,15,0,False,False
196502,1965-01-19 12:00:00,2,Patsy,11,13.8,128.0,999,20,0,False,False
196502,1965-01-19 18:00:00,2,Patsy,12,14.3,128.7,996,20,0,False,False
196502,1965-01-20 00:00:00,3,Patsy,13,15.0,129.3,994,25,0,False,False
196502,1965-01-20 06:00:00,3,Patsy,14,15.4,129.3,989,30,0,False,False
196502,1965-01-20 12:00:00,4,Patsy,15,16.0,129.4,991,35,0,False,False
196502,1965-01-20 18:00:00,4,Patsy,16,16.8,129.4,992,35,0,False,False
196502,1965-01-21 00:00:00,4,Patsy,17,17.1,129.3,992,35,0,False,False
196502,1965-01-21 06:00:00,4,Patsy,18,17.0,128.8,992,35,0,False,False
196502,1965-01-21 12:00:00,3,Patsy,19,16.8,128.2,996,30,0,False,False
196502,1965-01-21 18:00:00,3,Patsy,20,16.4,127.5,999,25,0,False,False
196502,1965-01-22 00:00:00,3,Patsy,21,16.0,126.5,1001,25,0,False,False
196502,1965-01-22 06:00:00,3,Patsy,22,15.8,125.3,1000,25,0,False,False
196502,1965-01-22 12:00:00,3,Patsy,23,15.4,124.6,999,25,0,False,False
196502,1965-01-22 18:00:00,2,Patsy,24,14.9,124.0,998,20,0,False,False
196502,1965-01-23 00:00:00,2,Patsy,25,14.6,123.4,997,20,0,False,False
196502,1965-01-23 06:00:00,1,Patsy,26,14.5,122.7,1004,15,0,False,False
196502,1965-01-23 12:00:00,0,Patsy,27,14.5,122.0,1005,10,0,False,False
196502,1965-01-23 18:00:00,0,Patsy,28,14.3,121.0,1006,0,0,False,False
196502,1965-01-24 00:00:00,0,Patsy,29,13.8,120.0,1007,0,0,False,False
196502,1965-01-24 06:00:00,0,Patsy,30,13.5,119.4,1007,0,0,False,False
196502,1965-01-24 12:00:00,0,Patsy,31,13.4,118.6,1008,0,0,False,False
196502,1965-01-24 18:00:00,0,Patsy,32,13.2,117.8,1008,0,0,False,False
196502,1965-01-25 00:00:00,0,Patsy,33,12.9,117.0,1008,0,0,False,False
196502,1965-01-25 06:00:00,0,Patsy,34,12.5,116.5,1008,0,0,False,False
196502,1965-01-25 12:00:00,0,Patsy,35,12.1,116.0,1010,0,0,False,False
196502,1965-01-25 18:00:00,0,Patsy,36,11.5,115.5,1010,0,0,False,False
196502,1965-01-26 00:00:00,0,Patsy,37,11.0,115.0,1010,0,0,False,False
196503,1965-01-20 18:00:00,0,Ruth,1,7.0,150.5,1004,0,0,False,False
196503,1965-01-21 00:00:00,0,Ruth,2,7.5,148.7,1004,0,0,False,False
196503,1965-01-21 06:00:00,0,Ruth,3,8.5,147.0,1002,0,0,False,False
196503,1965-01-21 12:00:00,0,Ruth,4,9.5,145.5,1002,0,0,False,False
196503,1965-01-21 18:00:00,0,Ruth,5,10.7,144.0,1002,0,0,False,False
196503,1965-01-22 00:00:00,1,Ruth,6,11.8,142.5,1002,15,0,False,False
196503,1965-01-22 06:00:00,2,Ruth,7,12.4,140.9,998,20,0,False,False
196503,1965-01-22 12:00:00,2,Ruth,8,12.4,139.6,998,20,0,False,False
196503,1965-01-22 18:00:00,2,Ruth,9,12.4,138.3,997,20,0,False,False
196503,1965-01-23 00:00:00,2,Ruth,10,13.2,137.6,996,20,0,False,False
196503,1965-01-23 06:00:00,2,Ruth,11,14.2,138.3,995,20,0,False,False
196503,1965-01-23 12:00:00,2,Ruth,12,16.0,139.0,996,20,0,False,False
196503,1965-01-23 18:00:00,2,Ruth,13,17.5,139.8,996,20,0,False,False
196503,1965-01-24 00:00:00,3,Ruth,14,18.6,140.7,994,30,0,False,False
196503,1965-01-24 06:00:00,3,Ruth,15,19.3,142.3,994,30,0,False,False
196503,1965-01-24 12:00:00,3,Ruth,16,19.9,143.9,996,25,0,False,False
196503,1965-01-24 18:00:00,3,Ruth,17,20.7,146.0,996,25,0,False,False
196503,1965-01-25 00:00:00,3,Ruth,18,22.4,148.4,996,25,0,False,False
196503,1965-01-25 06:00:00,3,Ruth,19,23.5,152.5,996,25,0,False,False
196503,1965-01-25 12:00:00,2,Ruth,20,24.8,156.5,998,20,0,False,False
196503,1965-01-25 18:00:00,2,Ruth,21,26.0,161.0,998,20,0,False,False
196503,1965-01-26 00:00:00,1,Ruth,22,27.2,167.0,1004,15,0,False,False
196503,1965-01-26 06:00:00,1,Ruth,23,29.0,171.0,1004,0,0,False,True
196503,1965-01-26 12:00:00,0,Ruth,24,30.0,175.0,1006,0,0,False,False
196504,1965-01-24 00:00:00,0,(Nameless),1,15.0,137.0,1002,0,0,False,False
196504,1965-01-24 06:00:00,1,(Nameless),2,14.9,138.0,1003,12,0,False,False
196504,1965-01-24 12:00:00,1,(Nameless),3,14.5,138.5,1004,12,0,False,False
196504,1965-01-24 18:00:00,0,(Nameless),4,14.0,138.9,1004,0,0,False,False
196504,1965-01-25 00:00:00,0,(Nameless),5,13.4,138.7,1006,0,0,False,False
196504,1965-01-25 06:00:00,0,(Nameless),6,13.0,138.0,1006,0,0,False,False
196504,1965-01-25 12:00:00,0,(Nameless),7,12.8,137.1,1006,0,0,False,False
196504,1965-01-25 18:00:00,0,(Nameless),8,12.8,136.1,1006,0,0,False,False
196504,1965-01-26 00:00:00,0,(Nameless),9,13.0,135.0,1006,0,0,False,False
196504,1965-01-26 06:00:00,0,(Nameless),10,13.0,134.0,1006,0,0,False,False
196505,1965-02-15 00:00:00,1,Sarah,1,6.8,109.3,1008,15,0,False,False
196505,1965-02-15 06:00:00,1,Sarah,2,6.9,108.5,1007,15,0,False,False
196505,1965-02-15 12:00:00,1,Sarah,3,7.0,107.5,1006,15,0,False,False
196505,1965-02-15 18:00:00,1,Sarah,4,7.4,106.4,1004,15,0,False,False
196505,1965-02-16 00:00:00,2,Sarah,5,7.7,105.4,1002,20,0,False,False
196505,1965-02-16 06:00:00,2,Sarah,6,8.4,104.4,1002,20,0,False,False
196505,1965-02-16 12:00:00,2,Sarah,7,8.7,103.5,1002,20,0,False,False
196505,1965-02-16 18:00:00,2,Sarah,8,8.7,103.1,1003,20,0,False,False
196505,1965-02-17 00:00:00,1,Sarah,9,8.8,102.7,1003,15,0,False,False
196505,1965-02-17 06:00:00,1,Sarah,10,9.0,102.3,1003,15,0,False,False
196505,1965-02-17 12:00:00,0,Sarah,11,9.5,101.7,1003,15,0,False,False
196506,1965-02-15 06:00:00,0,Thelma,1,8.5,139.5,1006,0,0,False,False
196506,1965-02-15 12:00:00,0,Thelma,2,7.7,138.8,1006,0,0,False,False
196506,1965-02-15 18:00:00,0,Thelma,3,7.0,138.0,1005,0,0,False,False
196506,1965-02-16 00:00:00,0,Thelma,4,6.6,137.4,1005,0,0,False,False
196506,1965-02-16 06:00:00,0,Thelma,5,6.2,136.8,1005,0,0,False,False
196506,1965-02-16 12:00:00,0,Thelma,6,6.2,136.2,1005,0,0,False,False
196506,1965-02-16 18:00:00,0,Thelma,7,6.2,135.5,1005,0,0,False,False
196506,1965-02-17 00:00:00,0,Thelma,8,6.1,135.0,1004,0,0,False,False
