id,date,I,name,seq,LAT,LON,Pressure,WND,OWD,replaceName,IsChange
197700,1977-01-01 00:00:00,0,First,0,0,0,0,0,,False,False
197701,1977-01-10 00:00:00,1,(Nameless),1,10.0,126.5,1005,12,0,False,False
197701,1977-01-10 06:00:00,1,(Nameless),2,10.9,126.2,1005,12,0,False,False
197701,1977-01-10 12:00:00,1,(Nameless),3,11.3,125.7,1005,12,0,False,False
197701,1977-01-10 18:00:00,1,(Nameless),4,12.0,125.1,1005,12,0,False,False
197701,1977-01-11 00:00:00,1,(Nameless),5,13.0,124.9,1005,12,0,False,False
197701,1977-01-11 06:00:00,1,(Nameless),6,14.0,124.7,1002,15,0,False,False
197701,1977-01-11 12:00:00,1,(Nameless),7,14.4,124.8,1002,15,0,False,False
197701,1977-01-11 18:00:00,1,(Nameless),8,14.8,124.8,1002,15,0,False,False
197701,1977-01-12 00:00:00,1,(Nameless),9,15.4,124.9,1002,15,0,False,False
197701,1977-01-12 06:00:00,1,(Nameless),10,15.9,125.0,1002,15,0,False,False
197701,1977-01-12 12:00:00,1,(Nameless),11,16.2,125.1,1005,12,0,False,False
197701,1977-01-12 18:00:00,1,(Nameless),12,16.8,125.4,1005,12,0,False,False
197701,1977-01-13 00:00:00,1,(Nameless),13,16.9,126.3,1005,12,0,False,False
197701,1977-01-13 06:00:00,0,(Nameless),14,16.5,127.0,1005,10,0,False,False
197701,1977-01-13 12:00:00,0,(Nameless),15,16.0,128.0,1008,0,0,False,False
197702,1977-03-27 00:00:00,1,Patsy,1,3.5,161.5,1004,15,0,False,False
197702,1977-03-27 06:00:00,1,Patsy,2,4.0,160.9,1004,15,0,False,False
197702,1977-03-27 12:00:00,1,Patsy,3,4.7,160.3,1000,15,0,False,False
197702,1977-03-27 18:00:00,1,Patsy,4,5.2,159.7,1000,15,0,False,False
197702,1977-03-28 00:00:00,3,Patsy,5,5.8,159.0,995,25,0,False,False
197702,1977-03-28 06:00:00,3,Patsy,6,6.2,158.3,992,25,0,False,False
197702,1977-03-28 12:00:00,3,Patsy,7,6.8,157.6,990,25,0,False,False
197702,1977-03-28 18:00:00,3,Patsy,8,7.2,156.5,992,25,0,False,False
197702,1977-03-29 00:00:00,3,Patsy,9,7.8,155.3,995,25,0,False,False
197702,1977-03-29 06:00:00,2,Patsy,10,8.2,154.4,997,20,0,False,False
197702,1977-03-29 12:00:00,2,Patsy,11,8.8,153.9,997,20,0,False,False
197702,1977-03-29 18:00:00,1,Patsy,12,8.1,152.2,998,15,0,False,False
197702,1977-03-30 00:00:00,1,Patsy,13,7.0,151.0,1000,15,0,False,False
197702,1977-03-30 06:00:00,1,Patsy,14,6.0,150.0,1004,15,0,False,False
197702,1977-03-30 12:00:00,0,Patsy,15,5.5,149.0,1008,10,0,False,False
197703,1977-05-25 00:00:00,0,(Nameless),1,16.0,129.0,1004,10,0,False,False
197703,1977-05-25 06:00:00,0,(Nameless),2,17.0,128.9,1004,10,0,False,False
197703,1977-05-25 12:00:00,1,(Nameless),3,18.0,128.8,1002,12,0,False,False
197703,1977-05-25 18:00:00,1,(Nameless),4,18.8,128.8,1002,12,0,False,False
197703,1977-05-26 00:00:00,1,(Nameless),5,19.7,128.8,1000,15,0,False,False
197703,1977-05-26 06:00:00,1,(Nameless),6,20.8,129.1,1000,15,0,False,False
197703,1977-05-26 12:00:00,1,(Nameless),7,22.1,129.6,1000,15,0,False,False
197703,1977-05-26 18:00:00,1,(Nameless),8,23.2,130.2,1000,15,0,False,False
197703,1977-05-27 00:00:00,1,(Nameless),9,24.5,131.0,1000,15,0,False,False
