id,date,I,name,seq,LAT,LON,Pressure,WND,OWD,replaceName,IsChange
196600,1966-01-01 00:00:00,0,First,0,0,0,0,0,,False,False
196601,1966-04-03 12:00:00,1,(Nameless),1,6.2,166.2,1003,12,0,False,False
196601,1966-04-03 18:00:00,1,(Nameless),2,6.5,166.1,1003,12,0,False,False
196601,1966-04-04 00:00:00,1,(Nameless),3,7.2,165.8,1003,15,0,False,False
196601,1966-04-04 06:00:00,1,(Nameless),4,7.7,165.0,1002,15,0,False,False
196601,1966-04-04 12:00:00,1,(Nameless),5,7.9,164.2,1002,15,0,False,False
196601,1966-04-04 18:00:00,1,(Nameless),6,7.9,162.5,1001,15,0,False,False
196601,1966-04-05 00:00:00,1,(Nameless),7,8.3,160.8,1000,15,0,False,False
196601,1966-04-05 06:00:00,1,(Nameless),8,9.2,158.9,1000,15,0,False,False
196601,1966-04-05 12:00:00,1,(Nameless),9,9.9,157.5,1001,15,0,False,False
196601,1966-04-05 18:00:00,1,(Nameless),10,10.5,155.9,1002,15,0,False,False
196601,1966-04-06 00:00:00,1,(Nameless),11,10.7,154.5,1003,15,0,False,False
196601,1966-04-06 06:00:00,1,(Nameless),12,10.8,153.0,1003,15,0,False,False
196601,1966-04-06 12:00:00,0,(Nameless),13,10.9,151.2,1004,12,0,False,False
196602,1966-04-06 06:00:00,1,Hester,1,8.9,149.8,1002,15,0,False,False
196602,1966-04-06 12:00:00,1,Hester,2,8.5,149.0,1001,15,0,False,False
196602,1966-04-06 18:00:00,2,Hester,3,8.3,147.6,1000,20,0,False,False
196602,1966-04-07 00:00:00,2,Hester,4,8.5,146.5,1000,20,0,False,False
196602,1966-04-07 06:00:00,2,Hester,5,9.4,144.6,999,20,0,False,False
196602,1966-04-07 12:00:00,2,Hester,6,9.4,142.7,998,20,0,False,False
196602,1966-04-07 18:00:00,2,Hester,7,9.7,141.3,997,20,0,False,False
196602,1966-04-08 00:00:00,2,Hester,8,10.0,139.7,996,20,0,False,False
196602,1966-04-08 06:00:00,3,Hester,9,10.3,138.4,995,25,0,False,False
196602,1966-04-08 12:00:00,3,Hester,10,10.7,136.9,994,25,0,False,False
196602,1966-04-08 18:00:00,3,Hester,11,10.8,135.4,992,25,0,False,False
196602,1966-04-09 00:00:00,3,Hester,12,11.5,134.1,991,25,0,False,False
196602,1966-04-09 06:00:00,3,Hester,13,12.4,132.9,990,30,0,False,False
196602,1966-04-09 12:00:00,3,Hester,14,13.4,131.4,989,30,0,False,False
196602,1966-04-09 18:00:00,3,Hester,15,13.7,130.6,989,30,0,False,False
196602,1966-04-10 00:00:00,4,Hester,16,14.0,129.9,988,35,0,False,False
196602,1966-04-10 06:00:00,4,Hester,17,14.6,129.3,988,35,0,False,False
196602,1966-04-10 12:00:00,4,Hester,18,15.0,128.4,988,35,0,False,False
196602,1966-04-10 18:00:00,4,Hester,19,15.3,127.7,988,35,0,False,False
196602,1966-04-11 00:00:00,4,Hester,20,15.6,127.1,988,35,0,False,False
196602,1966-04-11 06:00:00,4,Hester,21,16.0,126.6,988,35,0,False,False
196602,1966-04-11 12:00:00,4,Hester,22,16.5,126.2,986,35,0,False,False
196602,1966-04-11 18:00:00,4,Hester,23,17.0,125.8,986,35,0,False,False
196602,1966-04-12 00:00:00,4,Hester,24,17.5,125.6,982,35,0,False,False
196602,1966-04-12 06:00:00,4,Hester,25,17.8,125.4,980,40,0,False,False
196602,1966-04-12 12:00:00,4,Hester,26,18.1,125.3,984,35,0,False,False
196602,1966-04-12 18:00:00,4,Hester,27,18.5,125.3,990,35,0,False,False
196602,1966-04-13 00:00:00,3,Hester,28,19.0,125.4,995,30,0,False,False
196602,1966-04-13 06:00:00,3,Hester,29,19.4,125.4,996,30,0,False,False
196602,1966-04-13 12:00:00,3,Hester,30,19.7,125.4,997,25,0,False,False
196602,1966-04-13 18:00:00,3,Hester,31,20.0,125.4,997,25,0,False,False
196602,1966-04-14 00:00:00,3,Hester,32,20.3,125.4,997,25,0,False,False
196602,1966-04-14 06:00:00,3,Hester,33,20.8,125.4,997,25,0,False,False
196602,1966-04-14 12:00:00,2,Hester,34,21.4,125.6,998,20,0,False,False
196602,1966-04-14 18:00:00,2,Hester,35,22.0,126.5,998,20,0,False,False
196602,1966-04-15 00:00:00,1,Hester,36,23.5,129.0,1002,15,0,False,False
196602,1966-04-15 06:00:00,1,Hester,37,24.5,131.3,1004,12,0,False,False
196602,1966-04-15 12:00:00,0,Hester,38,25.2,133.5,1007,0,0,False,False
196602,1966-04-15 18:00:00,0,Hester,39,26.4,136.5,1007,0,0,False,False
196603,1966-05-10 00:00:00,0,Irma,1,5.6,139.0,1008,0,0,False,False
196603,1966-05-10 06:00:00,0,Irma,2,6.1,138.6,1008,0,0,False,False
196603,1966-05-10 12:00:00,0,Irma,3,6.8,138.0,1008,0,0,False,False
196603,1966-05-10 18:00:00,0,Irma,4,7.5,137.5,1008,0,0,False,False
196603,1966-05-11 00:00:00,0,Irma,5,7.9,137.1,1008,0,0,False,False
196603,1966-05-11 06:00:00,1,Irma,6,8.1,136.7,1004,15,0,False,False
196603,1966-05-11 12:00:00,1,Irma,7,8.3,136.1,1002,15,0,False,False
196603,1966-05-11 18:00:00,1,Irma,8,8.6,135.4,1000,15,0,False,False
196603,1966-05-12 00:00:00,3,Irma,9,9.0,134.4,998,25,0,False,False
196603,1966-05-12 06:00:00,3,Irma,10,9.3,133.7,992,30,0,False,False
196603,1966-05-12 12:00:00,3,Irma,11,9.4,133.2,991,30,0,False,False
196603,1966-05-12 18:00:00,3,Irma,12,9.5,132.6,991,30,0,False,False
196603,1966-05-13 00:00:00,3,Irma,13,9.7,131.9,996,30,0,False,False
196603,1966-05-13 06:00:00,3,Irma,14,9.8,131.0,999,25,0,False,False
196603,1966-05-13 12:00:00,3,Irma,15,9.7,130.4,998,25,0,False,False
196603,1966-05-13 18:00:00,3,Irma,16,9.6,130.0,997,25,0,False,False
196603,1966-05-14 00:00:00,3,Irma,17,9.6,129.5,992,25,0,False,False
196603,1966-05-14 06:00:00,3,Irma,18,10.0,128.9,987,30,0,False,False
196603,1966-05-14 12:00:00,3,Irma,19,10.1,128.4,983,30,0,False,False
196603,1966-05-14 18:00:00,4,Irma,20,10.3,127.9,978,35,0,False,False
196603,1966-05-15 00:00:00,4,Irma,21,10.6,127.4,975,40,0,False,False
196603,1966-05-15 06:00:00,4,Irma,22,11.0,126.6,974,40,0,False,False
196603,1966-05-15 12:00:00,4,Irma,23,11.2,125.9,973,40,0,False,False
196603,1966-05-15 18:00:00,4,Irma,24,11.5,125.0,973,40,0,False,False
196603,1966-05-16 00:00:00,4,Irma,25,11.7,124.4,973,40,0,False,False
196603,1966-05-16 06:00:00,4,Irma,26,11.8,123.9,972,40,0,False,False
196603,1966-05-16 12:00:00,4,Irma,27,11.9,123.4,972,40,0,False,False
196603,1966-05-16 18:00:00,4,Irma,28,12.0,122.9,972,40,0,False,False
196603,1966-05-17 00:00:00,5,Irma,29,12.2,122.4,971,45,0,False,False
196603,1966-05-17 06:00:00,5,Irma,30,12.5,121.9,972,45,0,False,False
196603,1966-05-17 12:00:00,5,Irma,31,12.9,121.3,973,45,0,False,False
196603,1966-05-17 18:00:00,4,Irma,32,13.3,120.8,974,35,0,False,False
196603,1966-05-18 00:00:00,4,Irma,33,13.8,120.1,975,35,0,False,False
196603,1966-05-18 06:00:00,4,Irma,34,14.3,119.6,977,35,0,False,False
196603,1966-05-18 12:00:00,4,Irma,35,14.6,119.4,978,35,0,False,False
196603,1966-05-18 18:00:00,4,Irma,36,15.0,119.3,979,35,0,False,False
196603,1966-05-19 00:00:00,4,Irma,37,15.6,119.5,981,35,0,False,False
196603,1966-05-19 06:00:00,4,Irma,38,16.1,119.8,983,35,0,False,False
196603,1966-05-19 12:00:00,3,Irma,39,16.4,120.0,985,30,0,False,False
196603,1966-05-19 18:00:00,3,Irma,40,16.8,120.1,988,30,0,False,False
196603,1966-05-20 00:00:00,3,Irma,41,17.4,120.1,990,30,0,False,False
196603,1966-05-20 06:00:00,3,Irma,42,18.9,120.0,990,30,0,False,False
196603,1966-05-20 12:00:00,3,Irma,43,20.3,120.9,995,25,0,False,False
196603,1966-05-20 18:00:00,3,Irma,44,21.0,122.5,995,25,0,False,False
196603,1966-05-21 00:00:00,3,Irma,45,21.5,123.9,995,25,0,False,False
196603,1966-05-21 06:00:00,3,Irma,46,22.2,125.4,995,25,0,False,False
196603,1966-05-21 12:00:00,3,Irma,47,22.9,126.9,992,25,0,False,False
196603,1966-05-21 18:00:00,3,Irma,48,23.7,128.5,992,25,0,False,False
196603,1966-05-22 00:00:00,2,Irma,49,25.5,130.3,994,20,0,False,False
196603,1966-05-22 06:00:00,0,Irma,50,29.0,134.0,994,15,0,False,False
196604,1966-05-22 00:00:00,0,Judy,1,13.0,111.5,1005,9,0,False,False
196604,1966-05-22 06:00:00,0,Judy,2,13.2,112.3,1004,9,12,False,False
196604,1966-05-22 12:00:00,0,Judy,3,13.4,112.9,1004,9,12,False,False
196604,1966-05-22 18:00:00,0,Judy,4,13.5,113.5,1004,9,12,False,False
196604,1966-05-23 00:00:00,0,Judy,5,13.7,114.0,1001,9,12,False,False
196604,1966-05-23 06:00:00,0,Judy,6,13.8,114.5,1003,9,12,False,False
196604,1966-05-23 12:00:00,0,Judy,7,13.7,115.1,1003,9,12,False,False
196604,1966-05-23 18:00:00,1,Judy,8,13.6,115.5,1002,12,0,False,False
196604,1966-05-24 00:00:00,1,Judy,9,13.5,116.0,1002,12,0,False,False
196604,1966-05-24 06:00:00,1,Judy,10,13.5,116.3,1000,15,0,False,False
196604,1966-05-24 12:00:00,1,Judy,11,13.6,116.5,1000,15,0,False,False
196604,1966-05-24 18:00:00,1,Judy,12,13.7,116.7,998,15,0,False,False
196604,1966-05-25 00:00:00,2,Judy,13,13.8,116.9,998,20,0,False,False
196604,1966-05-25 06:00:00,2,Judy,14,14.0,117.2,998,20,0,False,False
196604,1966-05-25 12:00:00,2,Judy,15,14.3,117.4,998,20,0,False,False
196604,1966-05-25 18:00:00,3,Judy,16,14.5,117.5,994,25,0,False,False
196604,1966-05-26 00:00:00,3,Judy,17,14.7,117.8,992,25,0,False,False
196604,1966-05-26 06:00:00,3,Judy,18,14.9,118.2,991,30,0,False,False
196604,1966-05-26 12:00:00,3,Judy,19,15.3,118.6,989,30,0,False,False
196604,1966-05-26 18:00:00,3,Judy,20,15.9,118.4,987,30,0,False,False
196604,1966-05-27 00:00:00,4,Judy,21,16.4,118.0,985,35,0,False,False
196604,1966-05-27 06:00:00,4,Judy,22,16.8,117.6,982,35,0,False,False
