id,date,I,name,seq,LAT,LON,Pressure,WND,OWD,replaceName,IsChange
200300,2003-01-01 00:00:00,0,First,0,0,0,0,0,,False,False
200301,2003-01-15 06:00:00,1,Yanyan,1,6.9,163.1,1004,12,0,False,False
200301,2003-01-15 12:00:00,1,Yanyan,2,7.6,161.2,1004,12,0,False,False
200301,2003-01-15 18:00:00,1,Yanyan,3,8.2,159.7,1004,15,0,False,False
200301,2003-01-16 00:00:00,1,Yanyan,4,8.7,158.2,1004,15,0,False,False
200301,2003-01-16 06:00:00,1,Yanyan,5,9.4,156.7,1004,15,0,False,False
200301,2003-01-16 12:00:00,1,Yanyan,6,10.2,154.3,1004,15,0,False,False
200301,2003-01-16 18:00:00,1,Yanyan,7,11.0,152.8,1004,15,0,False,False
200301,2003-01-17 00:00:00,1,Yanyan,8,11.7,150.9,1004,15,0,False,False
200301,2003-01-17 06:00:00,1,Yanyan,9,12.4,149.5,1002,15,0,False,False
200301,2003-01-17 12:00:00,1,Yanyan,10,12.9,148.6,1002,15,0,False,False
200301,2003-01-17 18:00:00,1,Yanyan,11,13.2,147.8,1002,15,0,False,False
200301,2003-01-18 00:00:00,1,Yanyan,12,13.6,146.8,1000,15,0,False,False
200301,2003-01-18 06:00:00,2,Yanyan,13,14.1,146.6,998,18,0,False,False
200301,2003-01-18 12:00:00,2,Yanyan,14,14.5,146.8,998,18,0,False,False
200301,2003-01-18 18:00:00,2,Yanyan,15,14.7,147.3,995,18,0,False,False
200301,2003-01-19 00:00:00,2,Yanyan,16,14.9,147.9,995,18,0,False,False
200301,2003-01-19 06:00:00,2,Yanyan,17,15.2,148.8,995,18,0,False,False
200301,2003-01-19 12:00:00,2,Yanyan,18,15.6,150.0,995,18,0,False,False
200301,2003-01-19 18:00:00,2,Yanyan,19,16.2,151.3,995,18,0,False,False
200301,2003-01-20 00:00:00,2,Yanyan,20,16.8,152.4,995,18,0,False,False
200301,2003-01-20 06:00:00,2,Yanyan,21,17.2,153.7,995,18,0,False,False
200301,2003-01-20 12:00:00,1,Yanyan,22,17.5,154.9,1000,15,0,False,False
200301,2003-01-20 18:00:00,1,Yanyan,23,17.9,156.1,1004,12,0,False,False
200301,2003-01-21 00:00:00,0,Yanyan,24,19.0,157.0,1006,10,0,False,False
200302,2003-04-10 00:00:00,1,Kujira,1,6.7,160.1,1004,15,0,False,False
200302,2003-04-10 06:00:00,1,Kujira,2,7.5,159.7,1004,15,0,False,False
200302,2003-04-10 12:00:00,1,Kujira,3,8.0,158.9,1004,15,0,False,False
200302,2003-04-10 18:00:00,1,Kujira,4,8.5,158.1,1002,15,0,False,False
200302,2003-04-11 00:00:00,2,Kujira,5,9.0,157.4,1000,18,0,False,False
200302,2003-04-11 06:00:00,2,Kujira,6,9.5,156.4,998,18,0,False,False
200302,2003-04-11 12:00:00,2,Kujira,7,9.8,155.6,996,18,0,False,False
200302,2003-04-11 18:00:00,2,Kujira,8,9.9,155.0,996,18,0,False,False
200302,2003-04-12 00:00:00,2,Kujira,9,9.9,154.1,992,20,0,False,False
200302,2003-04-12 06:00:00,2,Kujira,10,10.0,153.2,990,23,0,False,False
200302,2003-04-12 12:00:00,2,Kujira,11,10.1,152.3,990,23,0,False,False
200302,2003-04-12 18:00:00,3,Kujira,12,10.1,151.5,985,25,0,False,False
200302,2003-04-13 00:00:00,3,Kujira,13,10.2,150.7,985,28,0,False,False
200302,2003-04-13 06:00:00,3,Kujira,14,10.2,149.9,980,30,0,False,False
200302,2003-04-13 12:00:00,3,Kujira,15,10.2,149.1,980,30,0,False,False
200302,2003-04-13 18:00:00,4,Kujira,16,10.4,148.3,975,33,0,False,False
200302,2003-04-14 00:00:00,4,Kujira,17,10.4,147.3,970,35,0,False,False
200302,2003-04-14 06:00:00,4,Kujira,18,10.6,146.2,965,40,0,False,False
200302,2003-04-14 12:00:00,4,Kujira,19,10.8,145.2,960,40,0,False,False
200302,2003-04-14 18:00:00,4,Kujira,20,11.1,143.8,960,40,0,False,False
200302,2003-04-15 00:00:00,5,Kujira,21,11.5,142.3,950,45,0,False,False
200302,2003-04-15 06:00:00,5,Kujira,22,11.9,140.9,950,45,0,False,False
200302,2003-04-15 12:00:00,5,Kujira,23,12.3,139.5,950,45,0,False,False
200302,2003-04-15 18:00:00,5,Kujira,24,12.7,138.3,940,50,0,False,False
200302,2003-04-16 00:00:00,6,Kujira,25,13.1,137.0,935,55,0,False,False
200302,2003-04-16 06:00:00,6,Kujira,26,13.5,136.1,935,55,0,False,False
