year,name,id,seq,YYYYMMDDHH,I,LAT,LON,Pressure,WND,OWD,replaceName
1991,Sharon,199101,1,1991030500,0,4.0,152.0,1004,10,,False
1991,Sharon,199101,2,1991030506,1,4.0,151.0,1002,12,,False
1991,Sharon,199101,3,1991030512,1,4.3,150.1,1002,12,,False
1991,Sharon,199101,4,1991030518,1,4.5,149.3,1002,12,,False
1991,Sharon,199101,5,1991030600,1,5.0,148.5,1002,12,,False
1991,Sharon,199101,6,1991030606,1,5.3,148.0,1000,15,,False
1991,Sharon,199101,7,1991030612,1,5.6,147.3,1000,15,,False
1991,Sharon,199101,8,1991030618,1,6.0,146.6,1000,15,,False
1991,Sharon,199101,9,1991030700,2,6.5,146.0,998,20,,False
1991,Sharon,199101,10,1991030706,2,6.9,145.4,996,20,,False
1991,Sharon,199101,11,1991030712,2,7.1,144.5,996,20,,False
1991,Sharon,199101,12,1991030718,2,7.1,144.5,996,20,,False
1991,Sharon,199101,13,1991030800,2,6.5,144.1,992,20,,False
1991,Sharon,199101,14,1991030806,3,6.3,143.5,990,25,,False
1991,Sharon,199101,15,1991030812,3,6.3,142.5,990,25,,False
1991,Sharon,199101,16,1991030818,3,6.3,141.5,990,25,,False
1991,Sharon,199101,17,1991030900,3,6.3,140.9,985,25,,False
1991,Sharon,199101,18,1991030906,3,6.3,140.3,985,25,,False
1991,Sharon,199101,19,1991030912,3,6.4,139.5,985,25,,False
1991,Sharon,199101,20,1991030918,3,6.5,138.5,985,25,,False
1991,Sharon,199101,21,1991031000,3,6.7,137.6,980,30,,False
1991,Sharon,199101,22,1991031006,3,6.8,136.8,980,30,,False
1991,Sharon,199101,23,1991031012,3,6.8,136.0,980,30,,False
1991,Sharon,199101,24,1991031018,3,6.9,135.3,980,30,,False
1991,Sharon,199101,25,1991031100,3,6.9,134.5,980,30,,False
1991,Sharon,199101,26,1991031106,3,6.9,133.5,985,25,,False
1991,Sharon,199101,27,1991031112,3,7.0,132.4,985,25,,False
1991,Sharon,199101,28,1991031118,3,7.3,131.8,990,25,,False
1991,Sharon,199101,29,1991031200,2,7.7,131.0,990,20,,False
1991,Sharon,199101,30,1991031206,2,8.3,130.0,995,20,,False
1991,Sharon,199101,31,1991031212,2,8.6,128.8,995,20,,False
1991,Sharon,199101,32,1991031218,2,9.0,127.7,998,20,,False
1991,Sharon,199101,33,1991031300,2,9.5,126.1,998,20,,False
1991,Sharon,199101,34,1991031306,2,10.5,125.1,998,20,,False
1991,Sharon,199101,35,1991031312,1,11.0,124.0,998,15,,False
1991,Sharon,199101,36,1991031318,1,11.3,123.0,1000,15,,False
1991,Sharon,199101,37,1991031400,1,11.5,122.3,1000,15,,False
1991,Sharon,199101,38,1991031406,1,10.5,122.3,1000,15,,False
1991,Tim,199102,1,1991032000,1,3.5,159.5,1002,15,,False
1991,Tim,199102,2,1991032006,1,4.4,158.8,1002,15,,False
1991,Tim,199102,3,1991032012,1,5.0,158.0,1002,15,,False
1991,Tim,199102,4,1991032018,1,5.6,156.7,1002,15,,False
1991,Tim,199102,5,1991032100,1,6.0,156.0,1002,15,,False
1991,Tim,199102,6,1991032106,1,6.5,155.1,1002,15,,False
1991,Tim,199102,7,1991032112,1,7.3,154.4,1000,15,,False
1991,Tim,199102,8,1991032118,1,8.3,154.2,1000,15,,False
1991,Tim,199102,9,1991032200,2,9.8,154.2,995,20,,False
