year,name,id,seq,YYYYMMDDHH,I,LAT,LON,Pressure,WND,OWD,replaceName
1982,Mimie,198201,1,1982031406,0,7.0,152.0,1003,10,,False
1982,Mimie,198201,2,1982031412,0,7.5,150.5,1003,10,,False
1982,Mimie,198201,3,1982031418,0,7.5,149.0,1003,10,,False
1982,Mimie,198201,4,1982031500,1,8.0,148.0,1003,12,,False
1982,Mimie,198201,5,1982031506,1,7.9,147.7,1002,12,,False
1982,Mimie,198201,6,1982031512,1,7.8,147.2,1002,12,,False
1982,Mimie,198201,7,1982031518,1,7.5,146.5,1000,15,,False
1982,Mimie,198201,8,1982031600,2,7.2,146.2,995,20,,False
1982,Mimie,198201,9,1982031606,3,7.1,145.5,994,25,,False
1982,Mimie,198201,10,1982031612,3,7.2,144.5,994,25,,False
1982,Mimie,198201,11,1982031618,3,7.5,143.3,994,25,,False
1982,Mimie,198201,12,1982031700,3,7.8,142.3,994,25,,False
1982,Mimie,198201,13,1982031706,3,7.8,141.3,992,25,,False
1982,Mimie,198201,14,1982031712,3,7.9,140.0,992,25,,False
1982,Mimie,198201,15,1982031718,3,8.0,138.3,992,25,,False
1982,Mimie,198201,16,1982031800,3,8.0,136.8,992,25,,False
1982,Mimie,198201,17,1982031806,3,8.2,135.2,992,25,,False
1982,Mimie,198201,18,1982031812,3,8.3,133.8,990,25,,False
1982,Mimie,198201,19,1982031818,3,8.3,132.3,990,25,,False
1982,Mimie,198201,20,1982031900,3,8.2,130.2,988,30,,False
1982,Mimie,198201,21,1982031906,3,8.1,128.1,988,30,,False
1982,Mimie,198201,22,1982031912,3,8.2,126.8,988,30,,False
1982,Mimie,198201,23,1982031918,3,8.5,125.0,995,25,,False
1982,Mimie,198201,24,1982032000,2,8.5,122.7,998,20,,False
1982,Mimie,198201,25,1982032006,2,8.5,121.0,998,20,,False
1982,Mimie,198201,26,1982032012,2,8.8,119.9,998,20,,False
1982,Mimie,198201,27,1982032018,2,9.3,118.8,998,20,,False
1982,Mimie,198201,28,1982032100,1,10.1,118.0,1000,15,,False
1982,Mimie,198201,29,1982032106,1,11.0,117.0,1002,15,,False
1982,Mimie,198201,30,1982032112,1,11.3,115.9,1004,15,,False
1982,Mimie,198201,31,1982032118,1,11.5,115.0,1005,15,,False
1982,Mimie,198201,32,1982032200,1,11.5,114.5,1005,15,,False
1982,Mimie,198201,33,1982032206,1,11.6,114.1,1005,15,,False
1982,Mimie,198201,34,1982032212,1,11.7,113.8,1006,15,,False
1982,Mimie,198201,35,1982032218,1,11.8,113.5,1006,15,,False
1982,Mimie,198201,36,1982032300,1,12.0,113.2,1006,15,,False
1982,Mimie,198201,37,1982032306,1,12.2,112.5,1007,15,,False
1982,Mimie,198201,38,1982032312,1,12.3,112.0,1007,15,,False
1982,Mimie,198201,39,1982032318,1,12.5,111.6,1007,15,,False
1982,Mimie,198201,40,1982032400,1,12.5,110.7,1008,12,,False
1982,Mimie,198201,41,1982032406,1,12.5,110.0,1008,12,,False
1982,Mimie,198201,42,1982032412,1,12.0,109.0,1008,12,,False
1982,Nelson,198202,1,1982031812,0,5.0,158.0,1004,10,,False
1982,Nelson,198202,2,1982031818,1,5.1,156.5,1004,12,,False
1982,Nelson,198202,3,1982031900,1,5.4,155.3,1000,15,,False
1982,Nelson,198202,4,1982031906,1,5.9,154.0,996,15,,False
1982,Nelson,198202,5,1982031912,1,6.3,152.2,996,15,,False
1982,Nelson,198202,6,1982031918,1,6.8,150.9,996,15,,False
1982,Nelson,198202,7,1982032000,1,6.8,149.5,996,15,,False
1982,Nelson,198202,8,1982032006,2,6.9,148.5,994,20,,False
1982,Nelson,198202,9,1982032012,2,7.0,147.4,998,20,,False
1982,Nelson,198202,10,1982032018,2,7.3,146.5,998,20,,False
1982,Nelson,198202,11,1982032100,2,7.6,145.4,994,20,,False
1982,Nelson,198202,12,1982032106,2,7.8,144.2,994,20,,False
1982,Nelson,198202,13,1982032112,3,8.0,143.4,987,25,,False
1982,Nelson,198202,14,1982032118,3,8.1,142.0,978,30,,False
1982,Nelson,198202,15,1982032200,3,8.3,140.0,975,30,,False
1982,Nelson,198202,16,1982032206,3,8.4,138.1,980,30,,False
1982,Nelson,198202,17,1982032212,3,8.7,136.2,982,30,,False
1982,Nelson,198202,18,1982032218,3,9.0,134.5,986,30,,False
1982,Nelson,198202,19,1982032300,3,9.0,133.5,985,30,,False
1982,Nelson,198202,20,1982032306,3,9.1,132.2,984,30,,False
1982,Nelson,198202,21,1982032312,3,9.2,131.1,984,30,,False
1982,Nelson,198202,22,1982032318,3,9.3,130.3,981,30,,False
1982,Nelson,198202,23,1982032400,4,9.5,129.5,974,35,,False
1982,Nelson,198202,24,1982032406,4,9.8,128.8,957,35,,False
1982,Nelson,198202,25,1982032412,4,9.8,128.1,949,40,,False
1982,Nelson,198202,26,1982032418,5,9.9,127.6,945,45,,False
1982,Nelson,198202,27,1982032500,5,10.0,127.2,940,50,,False
1982,Nelson,198202,28,1982032506,5,10.2,126.6,934,50,,False
1982,Nelson,198202,29,1982032512,5,10.3,126.3,941,50,,False
1982,Nelson,198202,30,1982032518,5,10.5,125.5,947,45,,False
1982,Nelson,198202,31,1982032600,5,10.6,124.9,955,45,,False
1982,Nelson,198202,32,1982032606,4,10.7,124.1,962,40,,False
1982,Nelson,198202,33,1982032612,4,10.8,123.3,969,40,,False
1982,Nelson,198202,34,1982032618,4,11.0,122.3,976,35,,False
1982,Nelson,198202,35,1982032700,3,11.4,121.6,984,30,,False
1982,Nelson,198202,36,1982032706,3,11.5,120.9,991,30,,False
1982,Nelson,198202,37,1982032712,3,11.8,120.0,996,25,,False
1982,Nelson,198202,38,1982032718,3,12.1,119.3,992,25,,False
1982,Nelson,198202,39,1982032800,3,12.4,118.5,992,25,,False
1982,Nelson,198202,40,1982032806,2,12.8,117.6,995,20,,False
1982,Nelson,198202,41,1982032812,2,13.2,116.9,995,20,,False
1982,Nelson,198202,42,1982032818,3,13.9,116.2,995,25,,False
1982,Nelson,198202,43,1982032900,3,14.6,115.5,995,25,,False
1982,Nelson,198202,44,1982032906,3,15.3,115.2,994,25,,False
1982,Nelson,198202,45,1982032912,3,15.7,115.6,991,25,,False
1982,Nelson,198202,46,1982032918,2,14.9,115.1,994,20,,False
1982,Nelson,198202,47,1982033000,2,14.3,114.6,994,20,,False
1982,Nelson,198202,48,1982033006,1,13.8,114.1,998,15,,False
1982,Nelson,198202,49,1982033012,1,13.7,113.9,998,15,,False
1982,Nelson,198202,50,1982033018,1,13.7,113.7,998,15,,False
1982,Nelson,198202,51,1982033100,1,13.5,113.5,998,15,,False
1982,Nelson,198202,52,1982033106,1,13.5,113.2,1000,15,,False
1982,Nelson,198202,53,1982033112,1,13.2,112.8,1004,12,,False
1982,Odessa,198203,1,1982032906,1,6.4,155.6,993,15,,False
1982,Odessa,198203,2,1982032912,2,7.2,155.3,992,20,,False
1982,Odessa,198203,3,1982032918,2,7.7,156.3,990,20,,False
1982,Odessa,198203,4,1982033000,2,8.0,157.7,988,20,,False
1982,Odessa,198203,5,1982033006,3,8.3,158.9,987,25,,False
1982,Odessa,198203,6,1982033012,3,8.7,160.1,985,25,,False
1982,Odessa,198203,7,1982033018,3,8.8,161.2,987,25,,False
1982,Odessa,198203,8,1982033100,3,8.9,162.2,988,25,,False
1982,Odessa,198203,9,1982033106,3,9.0,163.0,990,25,,False
1982,Odessa,198203,10,1982033112,3,9.3,163.5,989,25,,False
1982,Odessa,198203,11,1982033118,3,9.8,163.7,988,25,,False
1982,Odessa,198203,12,1982040100,3,10.2,163.7,988,25,,False
1982,Odessa,198203,13,1982040106,3,10.4,163.2,987,25,,False
1982,Odessa,198203,14,1982040112,3,10.7,162.5,987,25,,False
1982,Odessa,198203,15,1982040118,3,10.8,162.0,986,25,,False
1982,Odessa,198203,16,1982040200,3,11.0,161.4,984,30,,False
1982,Odessa,198203,17,1982040206,4,11.6,160.8,978,35,,False
1982,Odessa,198203,18,1982040212,4,12.1,160.3,973,35,,False
1982,Odessa,198203,19,1982040218,4,12.7,160.1,964,40,,False
1982,Odessa,198203,20,1982040300,4,13.2,159.9,975,35,,False
1982,Odessa,198203,21,1982040306,3,13.5,159.2,994,25,,False
1982,Odessa,198203,22,1982040312,1,13.3,158.3,1000,15,,False
1982,Odessa,198203,23,1982040318,1,13.1,157.2,1002,12,,False
1982,Odessa,198203,24,1982040400,0,13.0,155.8,1004,10,,False
1982,Odessa,198203,25,1982040406,0,13.0,154.5,1006,10,,False
1982,Pat,198204,1,1982051600,1,9.0,138.5,1006,12,,False
1982,Pat,198204,2,1982051606,1,9.2,137.5,1006,12,,False
1982,Pat,198204,3,1982051612,1,9.7,136.5,1006,12,,False
1982,Pat,198204,4,1982051618,1,10.1,135.3,1006,15,,False
1982,Pat,198204,5,1982051700,1,10.5,134.3,1006,15,,False
1982,Pat,198204,6,1982051706,1,10.9,133.2,1004,15,,False
1982,Pat,198204,7,1982051712,1,11.0,131.9,1004,15,,False
1982,Pat,198204,8,1982051718,1,11.1,130.0,1002,15,,False
1982,Pat,198204,9,1982051800,2,11.2,128.4,998,20,,False
1982,Pat,198204,10,1982051806,2,11.4,127.6,993,20,,False
1982,Pat,198204,11,1982051812,3,12.2,126.5,988,25,,False
1982,Pat,198204,12,1982051818,3,13.7,125.7,981,25,,False
1982,Pat,198204,13,1982051900,3,14.6,125.5,974,25,,False
1982,Pat,198204,14,1982051906,3,15.2,125.0,967,30,,False
1982,Pat,198204,15,1982051912,4,16.2,124.3,960,35,,False
1982,Pat,198204,16,1982051918,4,17.0,124.1,953,40,,False
1982,Pat,198204,17,1982052000,5,17.8,124.2,946,45,,False
1982,Pat,198204,18,1982052006,5,18.6,124.7,944,50,,False
1982,Pat,198204,19,1982052012,5,19.3,125.1,945,50,,False
1982,Pat,198204,20,1982052018,5,19.8,125.8,946,50,,False
1982,Pat,198204,21,1982052100,5,20.3,126.9,947,50,,False
1982,Pat,198204,22,1982052106,5,20.9,128.0,947,50,,False
1982,Pat,198204,23,1982052112,5,21.8,129.1,955,45,,False
1982,Pat,198204,24,1982052118,4,22.7,131.1,965,40,,False
1982,Pat,198204,25,1982052200,4,23.7,133.3,974,35,,False
1982,Pat,198204,26,1982052206,4,25.0,135.5,983,35,,False
1982,Pat,198204,27,1982052212,3,25.9,137.7,990,30,,False
1982,Pat,198204,28,1982052218,3,26.7,140.6,992,25,,False
1982,Pat,198204,29,1982052300,2,27.8,143.4,994,20,,False
1982,Pat,198204,30,1982052306,1,29.8,146.5,998,15,,False
1982,Pat,198204,31,1982052312,9,31.0,150.0,1002,12,,False
1982,Pat,198204,32,1982052318,9,32.0,153.0,1006,10,,False
1982,Pat,198204,33,1982052400,9,33.0,156.0,1010,10,,False
1982,Ruby,198205,1,1982061818,0,9.6,147.3,1006,10,,False
1982,Ruby,198205,2,1982061900,0,9.7,145.8,1006,10,,False
1982,Ruby,198205,3,1982061906,0,9.8,144.2,1006,10,,False
1982,Ruby,198205,4,1982061912,1,9.9,143.0,1004,12,,False
1982,Ruby,198205,5,1982061918,1,9.7,141.9,1004,12,,False
1982,Ruby,198205,6,1982062000,1,9.6,141.0,1004,12,,False
1982,Ruby,198205,7,1982062006,1,9.6,140.0,1002,15,,False
1982,Ruby,198205,8,1982062012,1,9.9,139.5,1002,15,,False
1982,Ruby,198205,9,1982062018,1,9.8,139.0,1000,15,,False
1982,Ruby,198205,10,1982062100,1,9.7,139.2,998,15,,False
1982,Ruby,198205,11,1982062106,2,9.8,139.5,995,20,,False
1982,Ruby,198205,12,1982062112,2,9.9,140.0,995,20,,False
1982,Ruby,198205,13,1982062118,2,10.1,140.8,995,20,,False
1982,Ruby,198205,14,1982062200,2,10.9,142.0,995,20,,False
1982,Ruby,198205,15,1982062206,2,12.5,142.8,995,20,,False
1982,Ruby,198205,16,1982062212,2,13.5,143.1,995,20,,False
1982,Ruby,198205,17,1982062218,2,14.5,143.3,992,20,,False
1982,Ruby,198205,18,1982062300,3,15.2,143.4,992,25,,False
1982,Ruby,198205,19,1982062306,3,15.8,143.4,988,30,,False
1982,Ruby,198205,20,1982062312,3,16.2,143.0,988,30,,False
1982,Ruby,198205,21,1982062318,3,16.8,142.3,988,30,,False
1982,Ruby,198205,22,1982062400,3,17.3,141.8,988,30,,False
1982,Ruby,198205,23,1982062406,3,18.3,141.5,988,30,,False
1982,Ruby,198205,24,1982062412,3,19.0,141.2,987,30,,False
1982,Ruby,198205,25,1982062418,3,20.2,140.8,984,30,,False
1982,Ruby,198205,26,1982062500,3,21.2,140.1,982,30,,False
1982,Ruby,198205,27,1982062506,4,22.8,139.6,978,35,,False
1982,Ruby,198205,28,1982062512,4,23.9,139.6,977,35,,False
1982,Ruby,198205,29,1982062518,4,25.8,139.5,977,35,,False
1982,Ruby,198205,30,1982062600,4,27.8,139.8,977,35,,False
1982,Ruby,198205,31,1982062606,4,29.6,140.5,969,35,,False
1982,Ruby,198205,32,1982062612,3,31.8,141.5,972,30,,False
1982,Ruby,198205,33,1982062618,3,34.5,142.1,972,30,,False
1982,Ruby,198205,34,1982062700,3,36.5,143.3,975,30,,False
1982,Ruby,198205,35,1982062706,9,38.0,144.1,980,25,,False
1982,Ruby,198205,36,1982062712,9,39.6,144.9,982,20,,False
1982,Ruby,198205,37,1982062718,9,41.7,145.5,984,15,,False
1982,Ruby,198205,38,1982062800,9,42.7,144.9,986,15,,False
1982,Ruby,198205,39,1982062806,9,43.5,144.4,990,15,,False
1982,Ruby,198205,40,1982062812,9,44.2,143.9,996,15,,False
1982,Tess,198206,1,1982062512,0,20.0,113.8,1001,10,,False
1982,Tess,198206,2,1982062518,0,20.0,114.5,1001,10,,False
1982,Tess,198206,3,1982062600,0,19.1,115.0,1001,10,,False
1982,Tess,198206,4,1982062606,1,18.5,114.0,1000,12,,False
1982,Tess,198206,5,1982062612,1,17.5,113.5,1000,12,,False
1982,Tess,198206,6,1982062618,1,17.0,113.2,997,15,,False
1982,Tess,198206,7,1982062700,1,16.4,113.4,997,15,,False
1982,Tess,198206,8,1982062706,2,16.2,113.8,995,20,,False
1982,Tess,198206,9,1982062712,2,16.4,114.1,994,20,,False
1982,Tess,198206,10,1982062718,2,17.0,114.1,993,20,,False
1982,Tess,198206,11,1982062800,2,17.6,114.0,992,20,,False
1982,Tess,198206,12,1982062806,2,17.7,113.2,992,20,,False
1982,Tess,198206,13,1982062812,2,17.2,112.6,990,20,,False
1982,Tess,198206,14,1982062818,2,17.8,113.0,990,20,,False
1982,Tess,198206,15,1982062900,2,18.3,113.1,988,20,,False
1982,Tess,198206,16,1982062906,2,18.9,112.8,988,20,,False
1982,Tess,198206,17,1982062912,2,19.6,112.2,988,20,,False
1982,Tess,198206,18,1982062918,2,20.1,112.1,988,20,,False
1982,Tess,198206,19,1982063000,2,20.6,112.8,990,20,,False
1982,Tess,198206,20,1982063006,2,21.1,113.4,990,20,,False
1982,Tess,198206,21,1982063012,1,21.2,114.1,994,15,,False
1982,Tess,198206,22,1982063018,1,21.5,114.7,995,15,,False
