year,name,id,seq,YYYYMMDDHH,I,LAT,LON,Pressure,WND,OWD,replaceName
1988,Roy,198801,1,1988010718,1,6.0,173.0,1000,15,,True
1988,Roy,198801,2,1988010800,2,7.6,171.8,995,20,,True
1988,Roy,198801,3,1988010806,2,7.9,170.8,995,20,,True
1988,Roy,198801,4,1988010812,3,8.3,169.5,990,25,,True
1988,Roy,198801,5,1988010818,3,8.4,168.0,985,25,,True
1988,Roy,198801,6,1988010900,3,8.2,166.6,985,25,,True
1988,Roy,198801,7,1988010906,3,8.3,165.3,985,25,,True
1988,Roy,198801,8,1988010912,3,8.3,163.8,980,30,,True
1988,Roy,198801,9,1988010918,3,8.4,162.2,980,30,,True
1988,Roy,198801,10,1988011000,4,8.7,160.0,970,35,,True
1988,Roy,198801,11,1988011006,5,9.3,157.5,955,45,,True
1988,Roy,198801,12,1988011012,5,10.0,155.4,945,50,,True
1988,Roy,198801,13,1988011018,5,10.8,153.4,945,50,,True
1988,Roy,198801,14,1988011100,5,11.4,151.9,945,50,,True
1988,Roy,198801,15,1988011106,5,11.8,150.4,950,50,,True
1988,Roy,198801,16,1988011112,5,12.3,149.0,950,50,,True
1988,Roy,198801,17,1988011118,5,12.8,147.8,950,50,,True
1988,Roy,198801,18,1988011200,5,13.2,147.0,950,50,,True
1988,Roy,198801,19,1988011206,5,14.0,145.7,945,50,,True
1988,Roy,198801,20,1988011212,5,14.3,144.4,945,50,,True
1988,Roy,198801,21,1988011218,5,14.8,143.3,945,50,,True
1988,Roy,198801,22,1988011300,5,15.0,142.5,940,50,,True
1988,Roy,198801,23,1988011306,5,15.3,141.7,940,50,,True
1988,Roy,198801,24,1988011312,5,15.3,141.2,945,45,,True
1988,Roy,198801,25,1988011318,5,14.7,140.3,945,45,,True
1988,Roy,198801,26,1988011400,5,14.2,139.2,945,45,,True
1988,Roy,198801,27,1988011406,4,13.5,137.6,950,40,,True
1988,Roy,198801,28,1988011412,4,12.7,135.9,950,40,,True
1988,Roy,198801,29,1988011418,4,12.3,134.1,950,40,,True
1988,Roy,198801,30,1988011500,5,12.4,132.0,945,45,,True
1988,Roy,198801,31,1988011506,5,12.7,129.7,945,45,,True
1988,Roy,198801,32,1988011512,4,12.8,127.8,950,40,,True
1988,Roy,198801,33,1988011518,4,12.9,126.1,950,40,,True
1988,Roy,198801,34,1988011600,4,13.0,124.2,960,35,,True
1988,Roy,198801,35,1988011606,4,13.3,123.0,970,35,,True
1988,Roy,198801,36,1988011612,3,13.5,122.2,980,30,,True
1988,Roy,198801,37,1988011618,3,13.6,121.3,985,25,,True
1988,Roy,198801,38,1988011700,2,13.6,120.0,990,20,,True
1988,Roy,198801,39,1988011706,2,13.6,117.9,990,20,,True
1988,Roy,198801,40,1988011712,2,13.7,116.9,990,20,,True
1988,Roy,198801,41,1988011718,2,13.6,115.9,995,20,,True
1988,Roy,198801,42,1988011800,2,13.4,114.9,998,20,,True
1988,Roy,198801,43,1988011806,1,13.3,114.0,1002,15,,True
1988,Susan,198802,1,1988052912,1,19.0,119.3,999,15,,False
1988,Susan,198802,2,1988052918,1,18.7,119.4,999,15,,False
1988,Susan,198802,3,1988053000,1,18.5,119.5,998,15,,False
1988,Susan,198802,4,1988053006,2,18.3,119.2,995,20,,False
1988,Susan,198802,5,1988053012,2,18.3,119.2,995,20,,False
1988,Susan,198802,6,1988053018,2,18.2,118.7,995,20,,False
1988,Susan,198802,7,1988053100,3,18.4,118.3,990,25,,False
1988,Susan,198802,8,1988053106,3,18.7,118.1,985,30,,False
1988,Susan,198802,9,1988053112,4,19.5,117.8,980,35,,False
1988,Susan,198802,10,1988053118,4,19.9,117.7,975,40,,False
1988,Susan,198802,11,1988060100,4,20.2,117.5,975,40,,False
1988,Susan,198802,12,1988060106,4,20.6,118.0,975,40,,False
1988,Susan,198802,13,1988060112,4,21.0,118.7,975,40,,False
1988,Susan,198802,14,1988060118,4,21.6,119.7,980,35,,False
1988,Susan,198802,15,1988060200,4,22.2,121.0,980,35,,False
1988,Susan,198802,16,1988060206,3,23.2,122.7,985,30,,False
1988,Susan,198802,17,1988060212,3,24.5,124.9,990,25,,False
1988,Susan,198802,18,1988060218,3,25.4,126.5,990,25,,False
1988,Susan,198802,19,1988060300,2,26.0,128.7,995,20,,False
1988,Susan,198802,20,1988060306,1,26.8,131.0,998,15,,False
1988,(nameless),198803,1,1988060400,1,18.0,128.5,1002,12,,False
1988,(nameless),198803,2,1988060406,1,18.6,127.5,1002,12,,False
1988,(nameless),198803,3,1988060412,1,18.8,126.8,1000,15,,False
1988,(nameless),198803,4,1988060418,1,19.4,125.3,1000,15,,False
1988,(nameless),198803,5,1988060500,1,20.0,123.9,1000,15,,False
1988,(nameless),198803,6,1988060506,1,20.4,122.6,998,15,,False
1988,(nameless),198803,7,1988060512,1,21.1,121.3,998,15,,False
1988,(nameless),198803,8,1988060518,1,21.8,120.4,1000,12,,False
1988,(nameless),198803,9,1988060600,0,22.8,119.6,1002,10,,False
1988,(nameless),198803,10,1988060606,0,23.5,118.8,1002,10,,False
1988,Thad,198804,1,1988061900,1,6.9,138.0,1005,15,,False
1988,Thad,198804,2,1988061906,1,7.0,137.0,1005,15,,False
1988,Thad,198804,3,1988061912,1,7.5,136.3,1005,15,,False
1988,Thad,198804,4,1988061918,1,8.2,135.0,1002,15,,False
