id,date,I,name,seq,LAT,LON,Pressure,WND,OWD,replaceName
200801,2008-01-13 06:00:00,1,(nameless),1,13.0,118.1,1002,13,,False
200801,2008-01-13 12:00:00,1,(nameless),2,13.3,117.2,1000,15,,False
200801,2008-01-13 18:00:00,1,(nameless),3,13.3,116.0,1000,15,,False
200801,2008-01-14 00:00:00,1,(nameless),4,12.8,114.9,1000,15,,False
200801,2008-01-14 06:00:00,1,(nameless),5,12.4,113.7,1000,15,,False
200801,2008-01-14 12:00:00,1,(nameless),6,11.8,112.8,1000,15,,False
200801,2008-01-14 18:00:00,1,(nameless),7,11.0,112.1,1000,15,,False
200801,2008-01-15 00:00:00,1,(nameless),8,9.7,111.7,1002,13,,False
200801,2008-01-15 06:00:00,1,(nameless),9,9.0,111.3,1002,13,,False
200801,2008-01-15 12:00:00,1,(nameless),10,8.1,110.9,1002,13,,False
200801,2008-01-15 18:00:00,1,(nameless),11,7.7,110.3,1002,13,,False
200801,2008-01-16 00:00:00,1,(nameless),12,7.4,109.7,1002,13,,False
200801,2008-01-16 06:00:00,0,(nameless),13,7.1,109.0,1004,10,,False
200801,2008-01-16 12:00:00,0,(nameless),14,6.4,108.3,1004,10,,False
200802,2008-04-14 00:00:00,1,Neoguri,1,8.8,121.6,1004,12,,False
200802,2008-04-14 06:00:00,1,Neoguri,2,9.0,120.3,1004,12,,False
200802,2008-04-14 12:00:00,1,Neoguri,3,9.2,119.2,1002,15,,False
200802,2008-04-14 18:00:00,1,Neoguri,4,9.7,118.2,1002,15,,False
200802,2008-04-15 00:00:00,1,Neoguri,5,10.2,117.1,1000,15,,False
200802,2008-04-15 06:00:00,2,Neoguri,6,10.6,116.3,998,18,,False
200802,2008-04-15 12:00:00,2,Neoguri,7,11.8,115.3,995,20,,False
200802,2008-04-15 18:00:00,2,Neoguri,8,12.6,114.3,990,23,,False
200802,2008-04-16 00:00:00,3,Neoguri,9,13.1,113.1,985,28,,False
200802,2008-04-16 06:00:00,4,Neoguri,10,13.4,112.5,975,33,,False
200802,2008-04-16 12:00:00,4,Neoguri,11,13.8,112.4,970,35,,False
