id,date,I,name,seq,LAT,LON,Pressure,WND,OWD,replaceName
199701,1997-01-20 12:00:00,1,HANNAH,1,8.5,136.5,1004,15,,False
199701,1997-01-20 18:00:00,1,HANNAH,2,8.5,135.5,1004,15,,False
199701,1997-01-21 00:00:00,1,HANNAH,3,8.8,133.0,1004,15,,False
199701,1997-01-21 06:00:00,1,HANNAH,4,9.2,132.6,1004,15,,False
199701,1997-01-21 12:00:00,1,HANNAH,5,9.8,132.4,1000,15,,False
199701,1997-01-21 18:00:00,1,HANNAH,6,10.5,132.2,1000,15,,False
199701,1997-01-22 00:00:00,1,HANNAH,7,11.3,132.3,1000,15,,False
199701,1997-01-22 06:00:00,1,HANNAH,8,11.3,133.0,1002,15,,False
199701,1997-01-22 12:00:00,1,HANNAH,9,11.2,133.2,1002,15,,False
199702,1997-04-12 00:00:00,0,ISA,1,7.5,158.5,1002,10,,False
199702,1997-04-12 06:00:00,1,ISA,2,7.4,158.1,1002,12,,False
199702,1997-04-12 12:00:00,1,ISA,3,7.4,157.7,1000,15,,False
199702,1997-04-12 18:00:00,1,ISA,4,7.6,157.3,1000,15,,False
199702,1997-04-13 00:00:00,1,ISA,5,8.0,157.0,1000,15,,False
199702,1997-04-13 06:00:00,2,ISA,6,8.5,157.0,995,18,,False
199702,1997-04-13 12:00:00,2,ISA,7,8.9,156.9,995,18,,False
199702,1997-04-13 18:00:00,2,ISA,8,9.3,156.5,995,18,,False
199702,1997-04-14 00:00:00,2,ISA,9,9.8,155.4,995,20,,False
199702,1997-04-14 06:00:00,2,ISA,10,10.2,154.3,992,20,,False
199702,1997-04-14 12:00:00,2,ISA,11,10.2,153.2,990,23,,False
199702,1997-04-14 18:00:00,2,ISA,12,10.1,152.1,990,23,,False
199702,1997-04-15 00:00:00,3,ISA,13,10.1,150.6,990,25,,False
199702,1997-04-15 06:00:00,3,ISA,14,10.1,149.2,985,25,,False
199702,1997-04-15 12:00:00,3,ISA,15,10.2,148.2,985,25,,False
199702,1997-04-15 18:00:00,3,ISA,16,10.2,147.3,980,30,,False
199702,1997-04-16 00:00:00,4,ISA,17,10.3,146.7,975,33,,False
199702,1997-04-16 06:00:00,4,ISA,18,10.6,145.9,975,33,,False
199702,1997-04-16 12:00:00,4,ISA,19,10.8,145.1,975,33,,False
199702,1997-04-16 18:00:00,4,ISA,20,11.2,144.3,975,33,,False
199702,1997-04-17 00:00:00,4,ISA,21,11.5,143.5,970,35,,False
199702,1997-04-17 06:00:00,4,ISA,22,11.9,142.8,965,40,,False
199702,1997-04-17 12:00:00,4,ISA,23,12.4,142.0,960,40,,False
199702,1997-04-17 18:00:00,4,ISA,24,12.8,141.2,960,40,,False
199702,1997-04-18 00:00:00,4,ISA,25,13.1,140.5,960,40,,False
199702,1997-04-18 06:00:00,4,ISA,26,13.3,139.8,960,40,,False
199702,1997-04-18 12:00:00,4,ISA,27,13.5,139.3,960,40,,False
199702,1997-04-18 18:00:00,4,ISA,28,13.8,138.9,960,40,,False
199702,1997-04-19 00:00:00,4,ISA,29,14.2,138.5,960,40,,False
199702,1997-04-19 06:00:00,5,ISA,30,14.9,138.1,955,45,,False
199702,1997-04-19 12:00:00,5,ISA,31,15.3,137.9,945,50,,False
199702,1997-04-19 18:00:00,5,ISA,32,16.0,137.7,945,50,,False
199702,1997-04-20 00:00:00,5,ISA,33,16.6,137.6,945,50,,False
199702,1997-04-20 06:00:00,5,ISA,34,17.4,137.6,945,50,,False
199702,1997-04-20 12:00:00,5,ISA,35,18.2,137.5,945,50,,False
199702,1997-04-20 18:00:00,5,ISA,36,19.2,137.5,945,50,,False
199702,1997-04-21 00:00:00,4,ISA,37,20.0,137.6,955,40,,False
199702,1997-04-21 06:00:00,4,ISA,38,20.9,138.0,960,40,,False
199702,1997-04-21 12:00:00,4,ISA,39,22.1,138.7,960,40,,False
199702,1997-04-21 18:00:00,4,ISA,40,23.3,139.0,970,35,,False
199702,1997-04-22 00:00:00,4,ISA,41,24.5,139.7,975,33,,False
199702,1997-04-22 06:00:00,4,ISA,42,25.7,141.1,975,33,,False
199702,1997-04-22 12:00:00,3,ISA,43,27.0,142.7,980,30,,False
199702,1997-04-22 18:00:00,3,ISA,44,27.7,144.0,985,28,,False
199702,1997-04-23 00:00:00,3,ISA,45,27.9,145.7,990,25,,False
199702,1997-04-23 06:00:00,2,ISA,46,28.8,148.2,995,20,,False
199702,1997-04-23 12:00:00,2,ISA,47,29.8,151.3,995,20,,False
199702,1997-04-23 18:00:00,2,ISA,48,31.0,154.7,995,20,,False
199702,1997-04-24 00:00:00,1,ISA,49,32.4,158.2,1000,15,,False
199702,1997-04-24 06:00:00,1,ISA,50,34.4,161.6,1000,15,,False
199702,1997-04-24 12:00:00,1,ISA,51,36.5,164.6,1004,12,,False
199703,1997-04-22 06:00:00,0,JIMMY,1,14.1,155.0,1008,10,,False
199703,1997-04-22 12:00:00,0,JIMMY,2,14.4,154.7,1006,10,,False
199703,1997-04-22 18:00:00,1,JIMMY,3,14.9,154.4,1004,12,,False
199703,1997-04-23 00:00:00,1,JIMMY,4,15.5,154.1,1004,12,,False
199703,1997-04-23 06:00:00,1,JIMMY,5,15.9,153.7,1002,12,,False
199703,1997-04-23 12:00:00,1,JIMMY,6,16.4,153.5,1000,15,,False
199703,1997-04-23 18:00:00,1,JIMMY,7,17.1,153.5,996,15,,False
199703,1997-04-24 00:00:00,1,JIMMY,8,18.0,153.9,996,15,,False
199703,1997-04-24 06:00:00,1,JIMMY,9,18.9,154.6,996,15,,False
199703,1997-04-24 12:00:00,1,JIMMY,10,19.9,155.5,996,15,,False
199703,1997-04-24 18:00:00,1,JIMMY,11,20.1,155.5,996,15,,False
199703,1997-04-25 00:00:00,1,JIMMY,12,19.9,155.2,995,15,,False
199703,1997-04-25 06:00:00,1,JIMMY,13,20.2,155.7,995,15,,False
199703,1997-04-25 12:00:00,1,JIMMY,14,20.6,156.2,995,15,,False
199703,1997-04-25 18:00:00,1,JIMMY,15,21.1,156.9,998,15,,False
199703,1997-04-26 00:00:00,1,JIMMY,16,21.7,158.1,1002,12,,False
199703,1997-04-26 06:00:00,1,JIMMY,17,22.6,159.6,1004,12,,False
199703,1997-04-26 12:00:00,0,JIMMY,18,23.8,161.3,1008,10,,False
199704,1997-05-06 18:00:00,0,KELLY,1,9.8,168.4,1004,10,,False
199704,1997-05-07 00:00:00,0,KELLY,2,10.0,168.0,1004,10,,False
199704,1997-05-07 06:00:00,0,KELLY,3,10.3,167.7,1004,10,,False
199704,1997-05-07 12:00:00,0,KELLY,4,10.6,167.4,1004,10,,False
199704,1997-05-07 18:00:00,1,KELLY,5,10.9,167.2,1002,12,,False
199704,1997-05-08 00:00:00,1,KELLY,6,11.2,167.2,1000,15,,False
199704,1997-05-08 06:00:00,1,KELLY,7,11.5,167.2,998,15,,False
199704,1997-05-08 12:00:00,1,KELLY,8,11.8,167.2,998,15,,False
199704,1997-05-08 18:00:00,1,KELLY,9,12.1,167.2,998,15,,False
199704,1997-05-09 00:00:00,1,KELLY,10,12.4,167.2,998,15,,False
199704,1997-05-09 06:00:00,1,KELLY,11,12.7,167.1,998,15,,False
199704,1997-05-09 12:00:00,1,KELLY,12,13.1,166.8,998,15,,False
199704,1997-05-09 18:00:00,1,KELLY,13,13.6,166.1,998,15,,False
199704,1997-05-10 00:00:00,1,KELLY,14,14.0,165.0,998,15,,False
199704,1997-05-10 06:00:00,1,KELLY,15,14.2,163.5,998,15,,False
199704,1997-05-10 12:00:00,1,KELLY,16,14.6,162.3,1000,15,,False
199704,1997-05-10 18:00:00,1,KELLY,17,15.0,161.3,1002,12,,False
199705,1997-05-26 00:00:00,1,LEVI,1,16.3,119.3,1002,12,,False
199705,1997-05-26 06:00:00,1,LEVI,2,16.3,120.7,1000,12,,False
199705,1997-05-26 12:00:00,1,LEVI,3,16.3,121.9,1000,12,,False
199705,1997-05-26 18:00:00,1,LEVI,4,16.5,123.2,1000,12,,False
199705,1997-05-27 00:00:00,1,LEVI,5,16.8,124.4,1000,15,,False
199705,1997-05-27 06:00:00,1,LEVI,6,17.7,125.4,1000,15,,False
199705,1997-05-27 12:00:00,1,LEVI,7,18.3,126.1,1000,15,,False
199705,1997-05-27 18:00:00,1,LEVI,8,19.1,126.3,1000,15,,False
199705,1997-05-28 00:00:00,2,LEVI,9,20.0,126.4,998,18,,False
199705,1997-05-28 06:00:00,2,LEVI,10,20.9,126.5,998,18,,False
199705,1997-05-28 12:00:00,2,LEVI,11,21.7,126.9,995,18,,False
199705,1997-05-28 18:00:00,2,LEVI,12,22.6,127.6,995,18,,False
199705,1997-05-29 00:00:00,2,LEVI,13,24.0,127.2,998,18,,False
199705,1997-05-29 06:00:00,2,LEVI,14,25.1,128.4,998,18,,False
199705,1997-05-29 12:00:00,1,LEVI,15,26.2,130.0,998,15,,False
199705,1997-05-29 18:00:00,1,LEVI,16,27.4,132.0,998,15,,False
199705,1997-05-30 00:00:00,1,LEVI,17,28.4,134.5,998,15,,False
199705,1997-05-30 06:00:00,2,LEVI,18,29.1,137.3,998,18,,False
199705,1997-05-30 12:00:00,2,LEVI,19,29.9,139.3,995,20,,False
199705,1997-05-30 18:00:00,2,LEVI,20,30.7,141.0,998,18,,False
199705,1997-05-31 00:00:00,2,LEVI,21,31.6,142.7,998,18,,False
199705,1997-05-31 06:00:00,2,LEVI,22,32.4,144.9,998,18,,False
199705,1997-05-31 12:00:00,2,LEVI,23,33.1,146.9,998,18,,False
199705,1997-05-31 18:00:00,2,LEVI,24,33.8,149.2,998,18,,False
199706,1997-05-27 18:00:00,0,MARIE,1,11.7,156.4,1002,10,,False
199706,1997-05-28 00:00:00,0,MARIE,2,12.2,156.9,1002,10,,False
199706,1997-05-28 06:00:00,0,MARIE,3,12.6,157.5,1002,10,,False
199706,1997-05-28 12:00:00,0,MARIE,4,13.0,158.0,1002,10,,False
199706,1997-05-28 18:00:00,1,MARIE,5,13.5,158.4,1000,12,,False
199706,1997-05-29 00:00:00,1,MARIE,6,14.2,158.8,1000,15,,False
199706,1997-05-29 06:00:00,1,MARIE,7,14.8,159.0,1000,15,,False
199706,1997-05-29 12:00:00,2,MARIE,8,15.7,159.3,998,18,,False
199706,1997-05-29 18:00:00,2,MARIE,9,16.5,159.6,995,20,,False
199706,1997-05-30 00:00:00,2,MARIE,10,17.6,159.8,995,20,,False
199706,1997-05-30 06:00:00,2,MARIE,11,18.4,159.9,990,23,,False
199706,1997-05-30 12:00:00,3,MARIE,12,19.5,159.9,985,25,,False
