id,date,I,name,seq,LAT,LON,Pressure,WND,OWD,replaceName,IsChange
198000,1980-01-01 00:00:00,0,First,0,0,0,0,0,,False,False
198001,1980-03-17 18:00:00,1,(Nameless),1,8.5,142.0,1008,12,,False,False
198001,1980-03-27 18:00:00,0,(Nameless),41,12.1,112.6,1009,12,,False,False
198002,1980-04-03 06:00:00,0,Carmen,1,6.0,180.7,1006,10,,False,False
198002,1980-04-04 00:00:00,1,Carmen,4,8.0,180.7,1004,12,,False,False
198002,1980-04-05 12:00:00,2,Carmen,10,11.7,178.1,994,20,,False,False
198002,1980-04-06 00:00:00,3,Carmen,12,14.7,176.8,990,25,,False,False
198002,1980-04-07 00:00:00,0,Carmen,16,18.6,179.4,990,25,,False,False
198003,1980-05-07 12:00:00,0,Dom,1,9.6,144.6,1007,10,,False,False
198003,1980-05-08 00:00:00,1,Dom,3,8.5,142.4,1004,12,,False,False
198003,1980-05-11 00:00:00,2,Dom,15,11.8,131.4,995,20,,False,False
198003,1980-05-11 12:00:00,3,Dom,17,12.6,129.2,990,25,,False,False
198003,1980-05-12 12:00:00,4,Dom,21,15.0,124.9,975,35,,False,False
198003,1980-05-13 12:00:00,5,Dom,25,16.8,123.4,956,45,,False,False
198003,1980-05-14 00:00:00,4,Dom,27,17.3,122.8,965,40,,False,False
198003,1980-05-14 18:00:00,3,Dom,30,17.7,122.5,982,30,,False,False
198003,1980-05-18 06:00:00,2,Dom,44,20.5,127.6,985,20,,False,False
198003,1980-05-18 12:00:00,2,Dom,45,20.1,127.4,990,20,,False,True
198003,1980-05-20 12:00:00,0,Dom,53,22.4,127.2,1002,12,,False,False
198004,1980-05-12 06:00:00,1,Ellen,1,7.0,146.0,1002,15,,False,False
198004,1980-05-13 06:00:00,2,Ellen,5,7.3,144.3,998,20,,False,False
198004,1980-05-14 00:00:00,3,Ellen,8,8.1,143.2,992,25,,False,False
198004,1980-05-15 06:00:00,4,Ellen,13,10.4,142.1,968,35,,False,False
198004,1980-05-15 18:00:00,5,Ellen,15,11.6,141.8,934,50,,False,False
198004,1980-05-20 00:00:00,4,Ellen,32,22.5,136.2,968,40,,False,False
198004,1980-05-21 18:00:00,4,Ellen,39,35.9,143.5,980,30,,False,True
198004,1980-05-24 12:00:00,0,Ellen,50,49.5,175.0,980,30,,False,False
198005,1980-05-19 00:00:00,0,Forrest,1,6.5,154.8,1007,10,,False,False
198005,1980-05-19 18:00:00,1,Forrest,4,6.5,151.8,1002,15,,False,False
