id,date,I,name,seq,LAT,LON,Pressure,WND,OWD,replaceName,IsChange
196800,1968-01-01 00:00:00,0,First,0,0,0,0,0,,False,False
196801,1968-01-20 06:00:00,0,(Nameless),1,6.2,138.0,1006,0,,False,False
196801,1968-01-21 00:00:00,1,(Nameless),4,8.8,136.5,1002,12,,False,False
196801,1968-01-23 12:00:00,0,(Nameless),14,12.1,131.2,1006,0,,False,False
196801,1968-01-25 18:00:00,0,(Nameless),23,13.5,135.0,1008,0,,False,False
196802,1968-02-26 06:00:00,0,(Nameless),1,7.0,133.4,1008,0,,False,False
196802,1968-02-28 00:00:00,1,(Nameless),8,10.0,129.6,1002,15,,False,False
196802,1968-02-28 06:00:00,2,(Nameless),9,10.7,129.6,1001,20,,False,False
196802,1968-02-29 18:00:00,1,(Nameless),15,14.8,132.7,1006,15,,False,False
196802,1968-03-02 12:00:00,0,(Nameless),22,21.6,141.3,1008,10,,False,False
196803,1968-04-05 12:00:00,0,Jean,1,4.6,157.4,1004,0,,False,False
196803,1968-04-06 06:00:00,1,Jean,4,5.8,156.6,1000,15,,False,False
196803,1968-04-07 00:00:00,2,Jean,7,7.2,155.4,994,20,,False,False
196803,1968-04-08 00:00:00,3,Jean,11,8.7,153.3,990,25,,False,False
196803,1968-04-08 18:00:00,4,Jean,14,9.7,151.8,978,35,,False,False
196803,1968-04-09 06:00:00,5,Jean,16,10.3,151.0,963,45,,False,False
196803,1968-04-09 18:00:00,6,Jean,18,11.3,150.0,952,55,,False,False
196803,1968-04-12 06:00:00,5,Jean,28,17.6,144.8,956,50,,False,False
196803,1968-04-13 00:00:00,4,Jean,31,19.8,145.3,964,40,,False,False
196803,1968-04-14 00:00:00,3,Jean,35,20.8,145.0,984,30,,False,False
196803,1968-04-15 06:00:00,2,Jean,40,21.9,145.3,999,20,,False,False
196803,1968-04-17 00:00:00,1,Jean,47,23.4,146.0,1004,15,,False,False
196803,1968-04-19 06:00:00,0,Jean,56,28.0,145.8,1006,0,,False,False
196803,1968-04-19 18:00:00,0,Jean,58,30.0,149.0,1006,0,,False,False
196804,1968-05-28 00:00:00,0,Kim,1,10.0,150.0,1008,0,,False,False
