id,date,I,name,seq,LAT,LON,Pressure,WND,OWD,replaceName,IsChange
196400,1964-01-01 00:00:00,0,First,0,0,0,0,0,,False,False
196401,1964-05-13 00:00:00,0,Tess,1,11.5,134.2,1006,0,,False,False
196401,1964-05-14 06:00:00,1,Tess,6,12.2,132.2,1004,15,,False,False
196401,1964-05-15 00:00:00,2,Tess,9,12.9,131.9,1000,20,,False,False
196401,1964-05-17 00:00:00,1,Tess,17,11.6,129.6,998,15,,False,False
196401,1964-05-18 00:00:00,2,Tess,21,12.6,132.5,996,20,,False,False
196401,1964-05-18 18:00:00,3,Tess,24,12.6,134.3,990,25,,False,False
196401,1964-05-19 12:00:00,4,Tess,27,13.4,139.0,984,35,,False,False
196401,1964-05-21 00:00:00,5,Tess,33,20.6,149.1,973,45,,False,False
196401,1964-05-22 06:00:00,4,Tess,38,28.2,154.3,974,40,,False,False
196401,1964-05-23 00:00:00,3,Tess,41,31.9,157.8,980,30,,False,False
196401,1964-05-24 00:00:00,3,Tess,45,34.9,162.1,990,25,,False,True
196401,1964-05-27 06:00:00,0,Tess,58,37.0,174.4,1014,0,,False,False
196402,1964-05-23 18:00:00,0,Viola,1,15.6,112.0,1004,0,,False,False
196402,1964-05-24 06:00:00,1,Viola,3,15.7,112.8,1003,12,,False,False
196402,1964-05-25 06:00:00,2,Viola,7,16.4,114.6,995,20,,False,False
196402,1964-05-26 00:00:00,3,Viola,10,17.6,115.3,990,25,,False,False
196402,1964-05-27 06:00:00,4,Viola,15,19.7,114.3,980,35,,False,False
196402,1964-05-27 18:00:00,3,Viola,17,21.2,113.7,980,30,,False,False
196402,1964-05-28 06:00:00,2,Viola,19,22.5,112.9,983,20,,False,False
196402,1964-05-28 12:00:00,1,Viola,20,22.8,112.7,988,15,20,False,False
196402,1964-05-28 18:00:00,0,Viola,21,23.4,112.8,995,10,15,False,False
196402,1964-05-30 12:00:00,0,Viola,28,27.0,116.8,1006,9,,False,False
