id,date,I,name,seq,LAT,LON,Pressure,WND,OWD,replaceName,IsChange
197800,1978-01-01 00:00:00,0,First,0,0,0,0,0,,False,False
197801,1978-01-06 12:00:00,0,Nadine,1,5.0,165.0,1004,0,,False,False
197801,1978-01-07 12:00:00,1,Nadine,5,7.7,163.5,1000,12,,False,False
197801,1978-01-10 06:00:00,2,Nadine,16,11.7,161.1,992,20,,False,False
197801,1978-01-10 18:00:00,3,Nadine,18,13.7,160.2,985,25,,False,False
197801,1978-01-13 06:00:00,0,Nadine,28,22.8,177.0,980,20,,False,False
197802,1978-04-17 00:00:00,0,Olive,1,6.2,141.2,1005,10,,False,False
197802,1978-04-18 00:00:00,1,Olive,5,8.3,135.6,1003,15,,False,False
197802,1978-04-18 18:00:00,2,Olive,8,9.3,131.4,998,20,,False,False
197802,1978-04-19 06:00:00,3,Olive,10,10.0,128.5,992,25,,False,False
197802,1978-04-22 06:00:00,4,Olive,22,14.2,115.5,965,35,,False,False
197802,1978-04-23 00:00:00,5,Olive,25,15.9,113.5,955,45,,False,False
197802,1978-04-24 12:00:00,4,Olive,31,19.7,115.9,960,40,,False,False
197802,1978-04-25 18:00:00,3,Olive,36,21.7,125.3,985,30,,False,False
197802,1978-04-27 00:00:00,2,Olive,41,23.5,135.0,995,20,,False,False
197802,1978-04-27 12:00:00,1,Olive,43,24.7,139.8,998,15,,False,False
197802,1978-04-27 18:00:00,1,Olive,44,25.2,142.2,1000,15,,False,True
197802,1978-04-28 00:00:00,0,Olive,45,26.0,144.5,1004,12,,False,False
197803,1978-06-14 00:00:00,0,Polly,1,21.5,136.5,1004,0,,False,False
197803,1978-06-15 06:00:00,1,Polly,6,23.3,133.8,1002,12,,False,False
197803,1978-06-18 06:00:00,2,Polly,18,26.0,125.7,992,20,,False,False
197803,1978-06-19 06:00:00,3,Polly,22,28.1,126.2,985,25,,False,False
197803,1978-06-20 06:00:00,2,Polly,26,33.2,129.4,990,20,,False,False
197803,1978-06-20 12:00:00,2,Polly,27,34.6,131.5,998,12,,False,True
197803,1978-06-24 00:00:00,0,Polly,41,48.2,178.0,994,20,,False,False
197804,1978-06-21 06:00:00,1,Rose,1,18.5,129.0,1004,12,,False,False
197804,1978-06-23 00:00:00,2,Rose,8,19.2,125.0,995,20,,False,False
197804,1978-06-24 00:00:00,3,Rose,12,21.4,122.4,990,25,,False,False
197804,1978-06-24 06:00:00,2,Rose,13,22.0,122.1,992,20,,False,False
197804,1978-06-24 12:00:00,0,Rose,14,22.9,121.7,998,10,20,False,False
197804,1978-06-24 18:00:00,0,Rose,15,24.9,121.5,1001,9,20,False,False
197805,1978-06-24 18:00:00,0,(Nameless),1,19.8,116.5,1000,9,12,False,False
197805,1978-06-25 12:00:00,1,(Nameless),4,21.0,113.3,998,12,15,False,False
197805,1978-06-26 00:00:00,0,(Nameless),6,21.3,111.0,995,10,15,False,False
197805,1978-06-27 18:00:00,0,(Nameless),13,23.0,101.5,998,9,15,False,False
197806,1978-06-27 00:00:00,0,Shirley,1,11.0,129.7,1005,10,,False,False
197806,1978-06-28 06:00:00,1,Shirley,6,11.9,120.5,1002,12,,False,False
197806,1978-06-30 00:00:00,2,Shirley,13,13.0,112.5,995,20,,False,False
197806,1978-06-30 18:00:00,1,Shirley,16,14.0,108.2,995,15,,False,False
197806,1978-07-02 00:00:00,0,Shirley,21,17.5,102.0,1000,10,,False,False
197807,1978-07-07 00:00:00,0,(Nameless),1,23.5,144.0,1006,10,,False,False
197807,1978-07-07 06:00:00,1,(Nameless),2,24.5,144.7,1004,12,,False,False
197807,1978-07-10 06:00:00,0,(Nameless),14,33.3,139.3,1010,0,,False,False
197807,1978-07-11 00:00:00,0,(Nameless),17,36.2,139.3,1014,0,,False,False
197808,1978-07-11 12:00:00,0,Trix,1,19.0,153.0,1008,10,,False,False
197808,1978-07-13 00:00:00,1,Trix,7,23.0,147.5,1003,12,,False,False
197808,1978-07-14 06:00:00,2,Trix,12,23.9,142.4,996,20,,False,False
197808,1978-07-15 06:00:00,3,Trix,16,23.7,138.8,980,30,,False,False
197808,1978-07-15 18:00:00,4,Trix,18,23.0,137.9,980,35,,False,False
197808,1978-07-18 12:00:00,3,Trix,29,25.0,144.8,980,30,,False,False
197808,1978-07-20 06:00:00,2,Trix,36,29.3,142.1,996,20,,False,False
197808,1978-07-21 00:00:00,1,Trix,39,29.7,137.3,1000,15,,False,False
197808,1978-07-22 00:00:00,2,Trix,43,28.6,129.0,998,20,,False,False
197808,1978-07-22 06:00:00,3,Trix,44,28.7,126.9,995,25,,False,False
197808,1978-07-22 18:00:00,4,Trix,46,29.0,122.8,992,35,,False,False
197808,1978-07-23 06:00:00,2,Trix,48,29.8,119.5,995,20,,False,False
197808,1978-07-23 12:00:00,1,Trix,49,30.3,118.0,998,15,,False,False
197808,1978-07-24 00:00:00,0,Trix,51,31.7,116.1,1000,10,,False,False
197808,1978-07-25 18:00:00,0,Trix,58,39.0,116.2,1001,9,,False,False
197809,1978-07-22 00:00:00,1,Wendy,1,18.5,139.3,1000,15,,False,False
197809,1978-07-24 00:00:00,2,Wendy,9,20.8,134.6,996,20,,False,False
197809,1978-07-24 12:00:00,3,Wendy,11,20.9,134.0,992,25,,False,False
197809,1978-07-25 18:00:00,4,Wendy,16,21.2,133.8,975,35,,False,False
197809,1978-07-31 18:00:00,3,Wendy,40,30.6,125.4,975,30,,False,False
197809,1978-08-02 06:00:00,2,Wendy,46,32.1,129.7,983,20,,False,False
197809,1978-08-03 06:00:00,1,Wendy,50,40.2,134.5,992,15,,False,False
197809,1978-08-03 12:00:00,0,Wendy,51,43.0,139.0,995,12,,False,False
197810,1978-07-22 18:00:00,1,Virginia,1,15.0,152.0,996,12,,False,False
197810,1978-07-23 06:00:00,2,Virginia,3,16.0,151.0,990,20,,False,False
197810,1978-07-23 18:00:00,3,Virginia,5,16.4,151.1,985,25,,False,False
197810,1978-07-25 06:00:00,4,Virginia,11,19.6,150.0,974,35,,False,False
197810,1978-07-26 06:00:00,3,Virginia,15,21.3,148.3,980,30,,False,False
197810,1978-07-29 00:00:00,4,Virginia,26,22.6,147.0,980,35,,False,False
197810,1978-08-02 00:00:00,3,Virginia,42,39.3,145.0,980,30,,False,False
197810,1978-08-03 00:00:00,2,Virginia,46,43.1,150.7,990,20,,False,False
197810,1978-08-03 12:00:00,1,Virginia,48,45.3,155.0,992,15,,False,False
197810,1978-08-03 18:00:00,0,Virginia,49,46.0,158.0,995,15,,False,False
197811,1978-07-23 06:00:00,1,Agnes,1,17.3,113.5,1000,12,,False,False
